"","LAML","OV","ESCA","STAD","HNSC","LUSC","BLCA","CESC","LUAD","COADREAD","PAAD","UCEC","UCS","BRCA","PRAD","KICH","THCA","KIRC","KIRP","CHOL","LIHC","SKCM","UVM","ACC","PCPG","GBM","LGG","MESO","SARC","TGCT","DLBC","THYM"
"chr19:49360853-49362017",0.0792785125746357,-2.38523415928932,-1.25754402850716,-2.10876200824056,1.47181016549205,0.616221960128137,0.36164413322652,0.870767165207008,0.0414906159948863,-0.481232237396846,-0.120338714047283,0.695824764233402,0.208335183936312,0.260475182240643,-0.0437370348957365,-0.103775073923355,0.169074093451673,-0.0862012718023047,0.261190567452045,0.0016216059125966,0.788849224899602,0.181334718108465,0.256366569764386,-0.226393030005004,0.258351479445132,-2.85559119853991,-0.262753871764243,0.119659749540002,0.204783846384464,2.33119524366815,0.227994744878988,0.525293101872628
"chr6:15410696-15452137",0.493397412040186,-2.23132575915747,-1.58226520565356,-1.92354544186585,1.87935474907969,0.763434443505951,0.381050531503815,0.935741334790873,0.298038021479557,-0.411148266791544,-0.124751424464851,0.387256963628611,0.252833643733441,-0.219191497572304,-0.0266980498301342,0.0311664100651281,0.09827750845257,-0.538936908845329,0.196860898597563,0.213335866333767,0.766654225547579,0.421072374088549,-0.0571092936153157,-0.0237889575247029,0.047761813908273,-2.56677822815063,-0.0198958903096338,-0.0908976452414485,0.166061698735189,2.46431866090272,-0.145526836148904,0.165242848778205
"chr3:39256263-39277257",-0.658257602708282,-2.19775637291035,-0.919150836514226,-1.62427880825547,2.25550822126645,1.31404379510609,0.332344746444972,1.28376010507467,0.230025339599298,-0.303094533909772,-0.176293868460487,0.560213997962029,0.515017653528448,0.0857570706842271,-0.126938194075276,-0.179247329998322,0.133924625475508,-0.432979637894534,0.263400506409163,0.309709229079352,0.364037242002186,0.376407662764525,-0.222303068338869,-0.0720327840866439,-0.145140980130826,-2.84564157341442,-0.000224724471173284,-0.338918798342928,0.263198133825792,1.9666538870418,-0.0155485643814249,0.00380546162849406
"chr2:171001836-171023016",-0.20952296978096,-2.14694920593349,-1.04833385219183,-1.97202957925786,2.2298764665919,1.1482078835558,0.438438458325032,1.15500332935979,0.0831943965272774,-0.399498841949758,-0.246273434655267,0.434211069458478,0.369724991569282,-0.0549387533651901,-0.109702572607128,0.0479527141926489,0.0407541025003313,-0.376192668756565,0.0623436986393167,-0.0273771117426844,0.148655166557129,0.323665612623922,-0.143283026191867,-0.144447227714507,-0.15169886944034,-2.70980232820551,-0.120426149386156,-0.190140037748537,0.452657723011388,2.11764983892673,0.659863340316438,0.33841783677218
"chr6:33023780-33032246",-0.625594166663946,-2.0672345005128,-1.31101076787341,-2.04562852154502,2.28806210679698,0.998108030276158,0.476677830160813,1.05590788578597,-0.00936356494944225,-0.345725998894226,-0.170344886612751,0.339380815895137,0.383338243162074,-0.0341271979348716,-0.0901784413000792,0.0866466812824264,0.0090333407018669,-0.344323699025187,0.116853724419804,0.0848083451346218,0.141950126477553,0.261440134848111,-0.0883458422845418,0.199417690645837,-0.0692414991803541,-2.4632346005846,-0.0184090543480077,-0.00357996691918801,0.273338000338643,2.38827334660563,0.0328524464992584,0.550253959597538
"chr12:32710029-32716971",-0.711817914760419,-1.96784594609942,-1.60941043203928,-1.81469778043373,1.64650283712088,0.696216831452366,0.183595188670846,0.774454151694124,0.130800443937433,-0.350548147873393,-0.162893264234961,0.476781702544735,0.720743776177524,-0.193760912291505,-0.0571003650493106,0.117645708281783,0.189847052437998,-0.426905415458799,0.388682242074653,0.4603629807818,0.854910811071596,0.618772661782975,-0.00729356275053153,0.154223673764378,-0.172589895570562,-2.59124535635267,0.00578814686991038,-0.238691136426888,0.182772473612908,2.71520047480949,-0.0910900884599485,0.0785890607160199
"chr12:90255261-90276342",-0.519855071114486,-2.40517885462255,-1.48167481443027,-2.37310510490846,1.69273679660735,0.880321618405331,0.341149269232924,0.92280674180972,0.135471794343195,-0.588392202006376,-0.238404264402562,0.577251238457563,0.600732891489698,0.389728640203865,-0.0816071737882232,0.0199709579257586,0.174391751114967,-0.0315247697913468,0.195739611902169,-0.0635125303957362,0.746204666336331,0.433431028844289,0.791741230626872,0.132257846624619,-0.110520256844313,-2.31566978665633,-0.181240111817864,-0.0573583077619926,0.58721008925343,1.97690053947947,-0.295786810012934,0.145783345895898
"chr4:79465523-79472573",-0.660378476144196,-2.27993887334467,-1.56853211043988,-2.09012942494698,1.79271479813161,0.875825330073943,0.505333289115606,1.04883212996954,0.00503797536661895,-0.361119260721466,-0.00634363202904329,0.667649621101039,0.644330149162506,-0.192722159870335,0.00542671370971106,0.0235072092645576,0.20653243382716,-0.181990183236001,0.4008843344691,0.189836274269108,0.25252623850122,0.227973880140232,0.00031745586316558,0.138520351243722,0.179590721817814,-2.78307159324691,-0.154252234090405,0.401734834766975,0.266992586447947,1.82417484396611,-0.0132760713495258,0.634012848211739
"chr20:48537331-48552848",-0.702350505754739,-2.29608804020502,-1.3072556138239,-2.03350169563563,2.06160118975524,0.903234704936504,0.381158768152021,0.997368896764915,0.0775059094932665,-0.291393292582316,-0.138432274982788,0.442243938474765,0.567979252418334,-0.275212476284097,0.0661546579174232,0.262113302887052,0.0771301714703673,-0.500489796035699,0.276371125613582,0.24107977854909,0.461298664226913,0.438423095402635,0.0913337972090657,0.296600381749693,-0.0990747940558495,-2.7900440406356,0.0129812530773149,-0.0645276664898471,0.277908863179196,1.82505048991446,0.239499196137109,0.501332759156549
"chr6:108102792-108145230",-0.709640110012084,-2.22418700451989,-1.8044764604728,-2.13489357168026,1.96882740505123,1.02633202683348,0.371586947568089,1.14718432101643,0.17260507368788,-0.236320890821305,-0.146404957505019,0.363221395256257,0.410224949256838,0.224569328898491,0.0150867895269122,0.199520441652632,0.0847286233717292,-0.289343648939993,0.157483435873439,0.314952565702207,0.524496034053102,0.702934375847278,0.176206930096884,-0.017461672017354,-0.295741590376514,-2.51298047371938,0.0476842734875398,0.0256409128198288,0.479363574954518,1.7807702596436,-0.00122671767681476,0.17925743314306
"chr6:76138289-76164560",-0.263670956278149,-2.23128073248322,-1.58329992359681,-2.2544963368539,1.88900536018251,0.860056547178024,0.228699907918644,0.755316230549796,0.0819066072521448,-0.407192112028555,-0.189525307673372,0.414201025535035,0.483797810285443,-0.104642645133744,-0.00938446711774861,0.217833254151825,0.196684110184069,-0.347757196800546,0.328466207241753,0.108446913216194,0.565701403563882,0.40022493975185,0.107024810352338,0.5510335034628,0.0732203677614678,-2.52719900585617,0.0163299058172467,-0.0490361616255837,0.488570013153152,2.23949329925093,-0.151133704214523,0.112606332853226
"chr3:120130930-120134670",-0.232434358456452,-2.42687232793005,-1.7288850427609,-2.09863266003629,1.76058792349254,0.854407913378553,0.483362211903784,1.1590224300895,0.143422240339054,-0.111745643197741,-0.176396297005014,0.590130148122127,0.596389489027365,0.000238243562988073,0.0189377103800335,0.0291042417240558,0.108294849607372,-0.335548426484938,0.127754828288111,-0.00571092629382363,0.493647499362322,0.320295649649714,0.141557245312743,0.0694500354456686,0.23178896341348,-2.70967523208575,0.0357154407869336,0.00096209892059152,0.41195214777393,1.81802977910639,0.144408142325812,0.28644168223789
"chr17:76459259-76462637",-0.100550345867436,-2.16362328453179,-1.42401201238623,-1.95875837658993,2.21151930965414,1.02536635736781,0.444509278349689,1.30996933269494,0.105886480968449,-0.361468257435976,-0.171569988830612,0.529085016290548,0.497593724381887,-0.232004921536064,-0.122083263134064,0.0102797955811779,0.0808328994904632,-0.535107699540554,0.221226170605741,0.0830241948095299,0.449388029117603,0.372357222012374,0.0185765314773698,0.071277747897262,0.0694072433176209,-2.65342315161767,-0.135235959685965,-0.14639817822052,0.218036120587329,1.9869492731222,0.165028997954624,0.133921713696056
"chr17:8452205-8455264",-0.309088040698782,-2.12028320062185,-1.61340318250588,-2.19149906238013,2.08663656962741,0.924784956170125,0.391275740472824,1.12054599241303,0.171030543468598,-0.203144882261265,-0.110813532585054,0.55189711767154,0.377197855080161,-0.194465298140579,0.0045559101128212,0.190168301992759,0.220661849212214,-0.314375585548411,0.353324342810393,0.0199891374637548,0.334123661645622,0.276676859187002,0.121194638206993,0.0786346105302082,0.129534146389988,-2.69483527022598,0.0648050497732194,-0.0789167227707688,0.143543519453675,1.98641062241856,0.0996121279309779,0.184221225706813
"chr5:116156933-116161125",-0.375550102431871,-2.50452098046121,-2.39006572474212,-2.43763145242164,-0.126534388547932,-0.02136893134413,0.153494806068543,0.313002236837704,0.31523622080991,-0.0922996731748337,0.148678468609732,0.243878078623769,0.54195332827183,0.235608891431535,0.097666736140264,-0.461792444968551,0.137340036176711,0.557672430853581,0.803664923642804,0.438997074630943,0.268042368315636,0.839460524590761,1.61445012837786,-0.0997607400939615,-0.0818149166962902,-1.87743068108817,0.483597930381134,0.411797778513105,0.421406521155184,1.76852671586863,0.295336512695644,0.378958323975415
"chr2:232432735-232449834",0.23388792379945,-2.47643251913891,-2.37854847182031,-2.1833059052237,-0.319264889327828,-0.19360807001786,0.0649052828011208,0.279002030048887,0.34260080787157,-0.15248674165318,0.173207268952669,0.429420527823294,0.620714784360576,0.19972910157099,0.101623988281903,-0.651529366022875,0.101947433348626,0.404206091009651,0.84593150224019,0.427697803210498,0.691665501439109,0.673634138531644,0.850910330475356,-0.0540102594260665,0.0464269389062869,-2.36794300825052,0.632394591552913,0.432101955537876,0.486828190114912,1.83278594225248,0.357118683203789,0.548388413547458
"chr18:48132967-48155688",0.180307727980443,-2.6857643996367,-2.36976918979047,-2.36838784190429,0.851364985998075,0.469749332448593,0.84927197492132,0.844108012750475,0.835507266982183,0.246061845778315,-0.105406823045197,0.800205505999527,0.391936166961115,0.429270327727526,0.61777725986206,-0.17278760236438,0.630371475784972,0.267560012506213,0.483463731798934,0.0712132699440051,0.419624192769578,0.424802977191427,-0.210946493193916,-0.0168707768892146,0.120010861581815,-2.36522570659583,0.721938925391879,-0.096343676812243,-0.0428532693813313,0.803072180852931,-0.229666646900361,0.206404391282555
"chr6:33771888-33820061",-0.54199255466616,-2.25522457858654,-2.1262445571962,-2.32653869076344,1.19237886536852,0.427063204041491,0.24999847528431,0.826323162325887,0.0729348463567514,-0.320750138861458,-0.117869325354044,0.362607117504083,0.97117742041398,-0.0572994503614892,-0.0936607819672748,-0.127696717987959,-0.00033611385397739,-0.104638374083789,0.378841463599097,0.155286551407798,0.374562359861637,0.923561082593532,0.320474937467842,-0.100853803554702,0.370941971935715,-2.43806999915741,0.0574701367732045,1.06509695466073,0.775114827047736,1.71065374278952,0.119068945605107,0.257619021357505
"chr11:59952239-59968626",1.04921433752951,-2.95036172704434,-2.11565618935084,-2.43669023101152,1.29370524996355,0.602579528091548,0.38388903948228,0.71440034218712,0.205603618436606,-0.520411401257068,-0.00997770488191005,0.411751332925905,0.179506004406326,0.234472861205855,-0.111645786058545,-0.184714783434962,0.236028057054781,0.118119846744255,0.370437095090995,-0.0295062496919339,0.335779558869599,0.358448371346281,0.145297429672645,0.104852737018397,0.29218301686376,-1.92708767617269,0.0801198883096496,0.250782371381445,0.556539633894082,1.56027751978655,0.235626490119798,0.566437418522869
"chr17:64264066-64278557",-0.147612879171692,-2.94392087167381,-1.61079999123101,-2.1654050128263,1.55127690442585,0.785900739694891,0.477397075555002,1.07883713261784,0.0937091369214816,-0.180807230413124,-0.0843446370863391,0.605987543798933,0.374121241201656,0.0921448930144834,-0.0173881696523971,0.265144662648562,0.179848975263537,-0.285111145506018,0.232409061632533,0.101305757528599,0.227906774566894,0.421694257613225,0.00215280878436679,0.365562176105251,0.33327679679536,-2.62550592581946,0.110708648189861,-0.115526126850952,0.662872752269751,1.2083016586146,0.486068145707907,0.519794847280505
"chr16:48986315-49008189",0.0977549175518041,-2.70540286049681,-1.95922770432237,-2.13753020479334,1.26241272204603,0.478849660379735,0.359887257882734,0.751255063614213,0.206386831985005,-0.202611175425227,0.0723143493798682,0.513094356897215,0.32892199716432,0.220430541972959,0.182633870904725,0.129498191814285,0.799231275920876,-0.0260715491567269,0.160861426438732,0.337136965112679,0.316014047789806,0.403745141286596,-0.0875680531425648,0.156993833969752,0.241760725869078,-2.92069277449218,0.310204784208194,0.160536389804874,0.617034696646782,1.3518371673246,0.176021314193864,0.404286791670486
"chr2:240346029-240390319",-0.292598257364688,-2.3530375671709,-1.95156736674553,-2.23055385581348,1.66879172441346,0.686294364351111,0.326001392793349,0.772523590486022,0.307008878413369,-0.452600685877753,0.00476710847112336,0.747971207957724,0.5679118753348,-0.218489626614332,0.0969415354289729,-0.268540252743442,0.0871969885506375,-0.571478477820584,0.404135662955567,0.34362933325091,0.425308667875382,0.504529262725207,0.472208212493962,0.111896913334903,0.406994099747864,-2.58246423993797,0.314716333076918,0.303229442446979,0.167424552263978,1.6854688943484,0.187964062759331,0.328416226608711
"chr4:106027351-106037886",-0.234762475083622,-2.5683110734481,-2.15366160001025,-2.3305706910932,1.29137594503129,0.67252615498133,0.367131516704951,0.790196691057084,0.188219646902647,-0.337504884078963,-0.0309160718940343,0.559889731957255,0.460275587056684,0.334614517774586,0.0588078763210978,0.109063250524342,0.265543762100796,0.0367020177674826,0.315170585830553,0.145936175024001,0.639928739382741,0.440175136819981,0.614301755616613,0.209747394161723,0.0768823201246756,-2.50283083389912,0.0488455072006099,0.131746962119283,0.627792041662095,1.6176990887022,-0.104484716111583,0.260469940794849
"chr7:150199067-150209547",-0.137720213676861,-2.61900665342112,-1.92954032310308,-2.20289771538638,1.26452712690386,0.672543861903158,0.184529839304262,0.610855396674378,0.199698174058553,-0.156922398567393,-0.190877363796073,0.454241681559676,0.616183432231157,0.0171331551642462,0.0480085200962746,0.197213428395527,0.387668257501453,0.112464170325222,0.348680780532112,0.477126366974089,0.569723009973302,0.611941359323338,0.573929131525043,0.444023428266064,0.0683760262755251,-2.90111110799313,0.293292306607174,0.068214405509666,0.223019845127628,1.42102507923992,0.0987051577628001,0.1749518347096
"chr10:134144089-134144840",-2.16304250500886,-0.701041464674683,-1.40347134261547,-1.49783612295799,-1.04264404370363,-0.28965645432642,1.05911096190951,0.68260968825326,-0.0633621414581083,0.39858175621775,0.863954455595218,1.40281733686482,1.81026825029263,-0.00571514652869002,-0.500080753398542,-1.34890567098096,-0.0879542389829489,-0.58184740030958,0.533409213856488,1.42376681823838,-0.637017811319528,-0.289123939046688,-0.313766219778136,0.665186846868523,-0.414213710243618,-0.687992489938359,-0.00098730729211001,0.29121266422305,0.0866452895141046,-0.367814277335992,0.875147881024621,2.30376187704196
"chr19:42373923-42375319",-2.22758220896726,-1.31524710604512,-1.26026028460156,-1.55296203281009,-1.29071244494339,0.51519198645581,1.3854554676218,0.656826971318366,0.147471743980782,0.652968079967156,0.680349091302937,1.01087018119028,1.69416781830778,0.0600236153911364,0.410811138839445,-1.22126667690276,-0.853028166579236,-0.699365995470554,-0.290021221962076,1.6490284038807,-0.202532967842241,0.347866153705668,-0.124528370945468,0.801496269931496,-0.83421369692877,0.337808029688243,-1.22261811988197,0.830756487742507,-0.0912042764281314,0.273062503071716,1.13219621241812,0.599193415494681
"chr12:54672947-54673692",-1.35957627717796,-0.669354896311912,-0.616061472161406,-1.13142393302548,-1.1979914608165,0.556987240467279,1.01931769556652,1.55350444233455,-0.385952194654116,0.413368548487525,-0.010771769422388,0.660614309995168,1.34440091105584,-0.280537072998042,-0.385310380027759,-1.02251287304899,-0.414305095083909,-1.08750909945713,-0.244035238390043,0.943073195009183,-0.583452264770486,-0.0610397416131557,-1.26737629358976,0.914841932389192,-1.07892716372681,-0.142392378795658,-1.07339416800402,0.742541558337199,-0.126527003719273,0.699293251054247,2.54641066601615,1.74409702608195
"chr19:50001608-50002669",0.189364176129384,-1.89370405012072,-0.983321260892095,-1.53544989309842,-1.12542532879173,0.0629585747127999,1.40279486989888,0.676137014285482,-0.042177597788572,0.709515417344038,0.737696749639627,1.19817800378192,1.62754150578795,-0.482758128036915,0.614624692993891,-1.88623958203032,-0.955736912385657,-0.813440644004564,-0.764189081243133,1.08519559087052,-0.657219051485544,-0.34929323049761,-0.705566032469407,0.257736688229636,-0.165520471342238,-0.0765280399247222,-0.569026286807788,1.12339315322985,-0.0907227564027047,0.28345960203255,1.59053363151724,1.53718867686836
"chr17:61778632-61780092",-0.375070078554482,-1.1121803403905,-1.34193282005209,-1.03487358996736,-0.44531086497107,0.0609050533801075,-0.0667546597022911,0.920608863116011,0.0190282447508453,-0.997758827737497,0.00752188987961432,0.155680558645534,1.80361339569365,-0.158918002531625,-0.516305756694877,-1.2161244882833,-0.902655138122105,-0.412121640368211,-0.987884705986793,-0.540317197985117,-1.11246831717279,1.21466929665779,1.4307217878142,-1.24200716288214,0.767848717574077,0.319606219516804,-0.00561312878922577,0.793063721067919,0.741768397973168,0.00203100772996362,2.48643609121957,1.74479347517223
"chr2:17966732-17968982",-1.88979868072889,-0.910904970805177,-0.429902121137321,-1.0048035109266,0.0965767350012245,0.202952875454779,0.621793569087229,1.55518911347036,-0.651881740353128,0.192509548874274,-0.4788893795338,1.42251890714202,1.74795836551318,0.083378777272196,-0.772264663922026,-1.34066657535153,-1.25967031410282,-0.936195894327127,-0.795935260665135,0.334263949061771,0.63700270742691,0.258667240787563,1.02434754182973,0.200479034853766,0.438376913432258,-0.672570061255624,-1.19162583815446,0.0466056634945684,0.125700444657146,-0.133535306012761,2.59176333217674,0.888559597740676
"chr15:83945999-83951787",-0.655579799952471,-0.371082990684591,1.03029923235326,-0.55349686690326,1.88014757018317,0.97089428326092,-0.0153152462146681,1.24586241487696,-0.539121612851449,-0.641242157820332,-0.58068856504674,-0.511601051255746,-0.0937080663873103,-0.422630987212932,-0.566039290696723,-0.272464516363529,-0.191527469695532,-0.566325991350538,0.0733669480075188,-0.134409081196025,-0.634530296935796,-0.511688186617947,-0.493888571642344,-0.632654361601186,-0.582326976118241,-0.523586808847602,-0.386541749614547,4.1748836217893,-0.265512878636852,0.757154285599323,-0.552854831898054,0.56620999947396
"chr14:24718847-24721896",-0.396814381291951,0.376267947013847,1.48036339706198,-0.741041375445785,2.15118950141231,0.439430342292407,0.315675467320492,2.03945846609756,-0.167973812283529,-0.533315475770723,-0.205806364850188,-0.172884085218578,-0.240157090938183,-0.366361643108501,-0.360408664815135,-0.769752539433045,-0.068265033314364,-0.397504415261412,-0.376879506638312,-0.0484240247656539,-0.724697443488185,-0.817703049663019,-0.88707384780768,-0.390620685223754,-0.835949860962302,-0.48629657514082,-0.400135559468082,3.64046187531024,-0.582294137043642,-0.402656019979053,-0.415062905423498,0.345231500826551
"chr1:201436811-201437369",-2.14889130342766,-0.721029565475105,-0.764541264008971,-1.41553768857173,0.349465450414599,0.808231243484093,1.45594662291806,1.31706156385748,0.413394044936649,-0.771704715913665,1.00219241855674,-0.19441987409092,-0.527233065985524,-0.287323192743725,-0.746725446917137,-1.64190687537239,0.408510659034826,0.122321987744197,0.170238682261405,0.963219974547371,-1.64611717079884,0.852776817715758,0.0340059936986118,-0.0425127570296987,-0.176378005951685,0.410891186300561,0.406190159425975,0.953023089758403,-0.0647097997548188,1.84092941704569,-1.57829821304707,1.21892962738852
"chr11:67352812-67353475",-0.922572895787345,-0.815071738249869,0.362564322503576,-0.837273087818852,0.942137132986332,1.02369872679262,1.32444488288732,2.1480958450213,0.648361448665454,0.483352105190326,0.706971173220146,1.33614015438817,0.845169016451724,-1.60902456501502,-1.53385761333497,-1.09741321095557,-0.23323991989255,-0.93108223535639,-0.0559846503899502,0.592222446481773,-2.20708777307218,0.0122599418482502,0.140918676854042,-1.49427359620776,-0.498585705964638,-0.112908387925422,-0.242421589416584,0.514697475123429,-0.453762732613245,0.434059023439832,0.751230465752677,0.778236864393365
"chr19:55859588-55860574",-0.889434731836357,-0.3509212821031,0.577847761584513,0.0819469477608307,0.936788247839738,0.36571825313177,0.704019706236248,2.21050064558435,-0.453987979745173,0.566085577345861,2.33927203354552,0.0757263777432698,0.473487574249487,-0.351792374969395,-0.789684436231532,-1.08027233343191,-0.862280093489585,-0.9711120457271,-0.276624215412043,0.0316799245940626,-0.984864898683038,-1.00491382112787,-0.977599603789222,-0.334650189467425,-0.0507456243439831,-0.327850657866395,-0.497357943978436,0.0597238799583672,-0.303473554928734,0.0555587025962564,-0.970615076360458,2.99982523132148
"chr5:138730985-138732152",0.411516877591498,0.184351693640078,0.450637039675982,-0.168910108575846,1.07073582643199,0.416366655949086,-0.0539535349081787,0.824081950319987,0.117795091092446,0.679818543301655,0.636553072924412,-0.0885519018588099,0.274644092850057,1.79368475244449,2.23329100489617,-2.05913480010602,-0.558983561352442,-0.827802286288975,0.18500765244984,-0.025832749040478,-1.94090508479244,-0.21557918768631,-0.727527357833348,-0.453781777980088,-1.31850744448918,-1.09103916918579,-0.24492918193445,-0.450204735114898,-0.717073922420017,-1.17554266499932,1.89559793977045,0.944177275228451
