"","LIHC","KIRC","KIRP","KICH","UCEC","UCS","SKCM","UVM","ACC","PCPG","GBM","LGG","MESO","SARC","TGCT","DLBC","THYM","LAML","OV","ESCA","STAD","COADREAD","CHOL","PAAD","BRCA","PRAD","BLCA","LUSC","CESC","HNSC","LUAD","THCA"
"chr1:198608571-198626582",-0.439852256517205,0.189014374165659,-0.465617687976652,-0.23624163178718,-0.468475472253659,-0.544142423869145,-0.0724172099108947,-0.822282443747002,-0.713801660255306,-0.628554061090856,-0.348774042707843,-0.568674931008635,0.541400633931838,-0.130869115158606,-0.231893101644985,3.19987146149621,1.25807730578193,3.77945913628115,-0.581079530266844,-0.269340218746123,0.146659184090672,-0.391979613163915,-0.136909607153921,-0.0169132904938156,-0.194939433614122,-0.512748135299703,-0.305092839722174,-0.0890711766835961,-0.257896817958442,-0.414942322463301,0.179739153248379,-0.451712225501916
"chr1:167600011-167602786",-0.457794888326961,0.808024774121952,-0.257899661774496,-0.843674632498855,-0.710043524395293,-0.640471844919814,0.0919418786113346,-0.847979485644494,-0.721625121820888,-0.521184221710068,0.19829616070815,0.0631834988505895,0.122380292786005,-0.017753986663568,-0.325114313950503,2.54888127631858,2.35459442775412,3.44351971082213,-0.889542057504896,-0.178140965772038,0.15907811501067,-0.738726814694242,-0.166585898036643,0.221585755943683,-0.0402424134187437,-0.650633421851167,-0.388340010704703,-0.311219308497054,-0.47355049409089,-0.54219425107353,0.137122486091317,-0.425891059669683
"chr1:167603143-167607527",-0.4657571419564,0.462930499225968,-0.343335378061451,-0.525768146341649,-0.615679795527932,-0.521230386782696,-0.0934261994082053,-0.717455546655238,-0.636678205615859,-0.334867562929698,-0.183443624866658,-0.0796636228028245,-0.132707373605534,-0.106612566451983,-0.312217858615082,1.91021616065519,1.80907014857607,4.42917980925963,-0.567425840032084,-0.0464042305330915,0.334446629710773,-0.491787056999793,-0.203470736040539,0.0219574397557281,-0.0972545053668506,-0.484705248843239,-0.392389679531544,-0.271338157797505,-0.486919574870768,-0.480483916535612,-0.0361549899711949,-0.340623341039924
"chr1:167611343-167632628",-0.457848054178626,0.227341658766403,-0.368077709481215,-0.604303865785969,-0.591637052328014,-0.345214591315412,-0.151172805868833,-0.74546219315195,-0.629727040414606,-0.356786571303952,0.305197814667371,0.394035193984817,0.1076491702437,0.0453170318609839,-0.137048466955427,1.9372558083817,1.51309360309029,4.48171506116376,-0.695975403121579,-0.299234251109249,0.151999351494077,-0.577858151780016,-0.251745727023915,-0.0351935848462889,-0.17561782382149,-0.629245918348084,-0.378117839420541,-0.310745189538176,-0.400654294955005,-0.538788564432407,-0.12333662360049,-0.359812970871856
"chr7:50459661-50467516",-0.575311722223825,0.683137881348458,-0.344580152797425,-0.639544858046395,-0.657435060987888,-0.760477738259519,-0.0343914262702764,-0.860914420451092,-0.843443597708581,-0.654740058959849,-0.592380171769043,-0.353894042452945,0.122850718755906,-0.40574918863258,-0.25496987438021,2.11991190193872,1.35332999526752,4.22729157087385,-0.640624737681216,-0.139185361714474,0.230567003752397,-0.227820589983172,0.0398492026739809,0.424321452818096,0.0941645841369141,-0.348985241047652,-0.482661064285819,0.0983220417982095,-0.41238167900265,-0.35167674256215,0.575442288582495,-0.38802091272979
"chr1:111437777-111439175",-0.57060514167626,0.662629287700573,-0.206837603574404,-0.85039748016234,-0.885180036697605,-1.14068855111712,0.129407460001442,-1.38615573138669,-0.949149799616564,-0.663856428990789,0.129195389879168,0.13367240659666,0.33553021054474,-0.429679355215095,-0.248688393159918,1.93220073315617,0.810813628363965,4.01642156234707,-0.709702860580806,0.0329394188306741,0.531183977530343,-0.209218196158959,-0.0541705712117164,0.685080795781742,0.110686285011809,-0.616790062565629,-0.444636251336197,0.217513564463909,-0.39188778946558,-0.626638331045312,0.821498035062159,-0.164490171309451
"chr1:111434193-111434867",-0.587340387699484,0.46836270921443,-0.290102720853354,-0.642205349015929,-0.714534703567712,-0.938048825803934,0.0591321474241376,-0.957165433162559,-0.837573173062882,-0.759758366195093,-0.211592701162194,-0.10244323745754,0.221368518084837,-0.398846795993726,-0.161758870208724,1.81818048560127,0.229261221034456,4.5212156293614,-0.522981610941759,0.233420891323556,0.656442516050042,-0.145138766345048,-0.0948666204328714,0.437204485012243,0.00310313872032168,-0.503800975998033,-0.40535866357413,0.187764451928918,-0.357023602036078,-0.43128588103506,0.607299889058361,-0.380929398267855
"chr1:111435577-111436831",-0.654160657882437,0.627854395034164,-0.253180934168139,-0.585814930026755,-0.777005372211387,-0.933877852810275,0.00134186316870554,-1.03299262190118,-0.95147267267934,-0.818223099301442,-0.273334552855925,-0.0930799494130034,0.227570659595943,-0.434788800005237,-0.165324304992778,2.11559876526119,0.351851154813747,4.22547297836891,-0.686273191450611,0.160530305362968,0.539359408397703,-0.0550246266619713,-0.0551786557854101,0.612153632029054,0.0308461400846975,-0.51402069723331,-0.49410900507586,0.244569565736771,-0.381916046141932,-0.453589706441697,0.805810855664337,-0.329592046479498
"chrX:128914230-128921851",-0.507879144662834,0.165154528212576,-0.352631033049366,-0.441114924491585,-0.470384293896629,-0.519593811222661,-0.0949823793938052,-0.604397951765607,-0.580298614000522,-0.558097949582128,-0.19795131878487,-0.345543169707742,-0.150604108422113,-0.427070137119677,-0.32708816176482,1.79499876084161,0.961172034459265,4.76354686819088,-0.234743194473692,0.266046973650903,0.564143759822067,-0.175258336559305,-0.303104923778587,0.0169004477083712,-0.22296724358254,-0.451443875500363,-0.390599763199702,-0.144076674374736,-0.445713943854178,-0.358138177167365,0.223011203983617,-0.451291446514463
"chr1:167654847-167659186",-0.519089634282213,0.643730991535986,-0.265207020457881,-0.727193716631133,-0.586583146425118,-0.497722694927678,-0.213806439528604,-0.814437804337509,-0.645481989141036,-0.550047295533174,-0.136614519807299,-0.220271204961102,-0.124909734961466,-0.222081797273645,-0.458663150787273,1.6364278270653,0.985808215862568,4.58618813637098,-0.424256175777176,0.516552826679655,0.992255521853884,-0.45587793732245,-0.267095563249612,0.0777250922295742,-0.0804145836804326,-0.577356232168643,-0.313543061734205,-0.333729423964442,-0.311576823054507,-0.335000696967023,0.0783230984753971,-0.436051063099725
"chr1:111442650-111448078",-0.629662848084396,0.516476241554696,-0.221710339329754,-0.675405367221193,-0.652369609963878,-0.805327268973525,0.178993232825074,-0.920055131979289,-0.816097585565646,-0.731001518348628,-0.0522598790123622,-0.216622080484719,0.274147241379118,-0.208056926883056,-0.317914613980641,2.00019091414224,0.73747346909059,4.40875576688154,-0.376459958982783,0.290782626426081,0.873133122159158,-0.509334960678613,-0.228951714050401,0.144733307087758,-0.024950013260971,-0.649725094387624,-0.357529047557963,-0.171036950619415,-0.432474289124151,-0.345451989394002,0.287819509650613,-0.370108243313859
"chr1:167667179-167673801",-0.475464379935343,0.494344391556392,-0.251058171533816,-0.481391621580468,-0.633273189513193,-0.611438874437521,-0.0425175578390624,-0.675167432377954,-0.442028009138976,-0.439558179759218,0.0780731267332387,0.0400411023569697,-0.0507932388185474,-0.19057846896853,-0.259339633176034,1.24919190302491,0.936732869401799,4.96115337232058,-0.554792096310158,-0.213321991009929,0.0605719154873872,-0.339340372651611,-0.129087237764821,0.173224047657942,-0.0742868410648282,-0.472679244993277,-0.393522989083504,-0.188921958201331,-0.403383886785983,-0.459922858211647,0.132906080930675,-0.344370576314136
"chr21:46315075-46318882",-0.600744620247224,0.697662375538549,-0.0909213185785984,-0.516726979046936,-0.539001041998947,-0.741678992783431,0.0916831706060623,-0.722954488494179,-0.585233130086201,-0.703706622035761,0.19394022153475,-0.0682038848650326,0.468087107985121,-0.267261757315102,-0.183284513322571,1.16649275234527,0.608937186365476,4.87707513819701,-0.297653646330262,-0.247122369884878,0.0776413515862659,-0.437490799401724,-0.329023732540229,0.186153636303296,-0.0472208364996684,-0.608862384690861,-0.554145586343511,-0.10653521102857,-0.405811094337757,-0.362729167060457,0.414924568060663,-0.366285331630561
"chr2:69040651-69043186",-0.529258804203986,1.09529877062925,-0.312314863728399,-0.520250708065573,-0.661059880398611,-0.633775407663853,0.0683311749304085,-0.638940201983893,-0.656902304355905,-0.470858705396409,-0.451501912458639,-0.311764078566103,0.151563043595701,-0.226100564048739,-0.110367411628605,1.56506748357223,0.106856596589334,4.77180914404984,-0.420880029330233,-0.0319126455872752,0.301770408299621,-0.362847096665704,-0.22159212975284,-0.0178052615923087,-0.0206464928852846,-0.511563262338498,-0.374280403669311,0.223205822300174,-0.437209653200656,-0.368103892036974,0.450144231266991,-0.444110965675755
"chr1:198679053-198681819",-0.458310180062468,0.373683568141315,-0.28567369600398,-0.439996105787211,-0.578436308653646,-0.574334871956214,-0.0671142912758276,-0.734325930423309,-0.635724627304164,-0.57625101005181,-0.619410349099737,-0.376709543022657,0.0639154025776584,-0.293323261976749,-0.297612872300309,1.1787563893867,1.01199825655129,4.83683065911877,-0.760815685381254,0.121493884207649,0.537678190282061,-0.233128675132882,-0.0858005439071429,0.380139989839862,-0.027997127820478,-0.398704105967104,-0.356037965195923,-0.0149439627314256,-0.367976453685547,-0.34756145309656,0.390805266612482,-0.365112585881381
"chr1:198666138-198668593",-0.519688233513221,0.628253806584226,-0.332535778028601,-0.468716378295737,-0.595425360476844,-0.710094701090874,0.0189907846862254,-0.811853399295323,-0.758837273967174,-0.668216474010177,-0.566303221665427,-0.263148823830151,0.00650803430088049,-0.369247143812503,-0.107995240116905,1.27115852214695,0.643409064683652,4.75484045673103,-0.707714784582508,0.233276222869622,0.711023632361398,-0.167168121094975,-0.30881108942545,0.343991773110805,0.132821146048732,-0.483938101972144,-0.462905833681322,0.0345386482559781,-0.281030514391739,-0.303296641050283,0.46724510242912,-0.359130079907263
"chr1:198698400-198700646",-0.545812453784726,0.646891607715062,-0.302783832655179,-0.467713303839008,-0.678158216312043,-0.802443572565713,0.102859177452806,-0.825598460332581,-0.82040344903358,-0.784405177587606,-0.481434663076271,-0.360128387852991,0.177074030596083,-0.332168578709558,-0.0901954933520506,1.4406423697893,0.697894076068205,4.64010993747396,-0.769744165973898,0.115686127393865,0.495212225620515,-0.135998539534748,-0.230624044964648,0.463523084615863,0.100657288153829,-0.510645294027027,-0.462650454217869,0.0935872062062195,-0.313181652737689,-0.321639023200055,0.587575639722787,-0.325984007051259
"chr6:25016163-25023375",-0.510189808058679,0.658603472513706,0.183870835865286,-0.632951916165593,-0.44003251814432,-0.3690339179667,-0.260456544563321,-0.72267409161781,-0.569035408624925,0.794095028333059,-0.725040089928949,-0.509105213853762,0.618478248502772,-0.358490115789957,-0.318283601110501,1.92510792543457,0.597848545570401,4.56582739594285,-0.698685522516896,-0.139734311427964,0.0902259922096386,-0.517626985828923,-0.12977457770674,-0.10595311217017,-0.291173803772777,-0.486429011576034,-0.352812993003663,-0.272102432755806,-0.315630030504628,-0.375916164519195,0.00912694180205928,-0.342052214567033
"chr1:206299902-206305969",-0.424679296716897,-0.0647808415396334,0.134579095287948,-0.577426225136665,-0.254428932641067,-0.389171270065413,-0.173345789927329,-0.670748309588313,-0.556977872083057,-0.54908815060317,-0.703902544580581,-0.539181437051982,-0.159539271676125,-0.475614678021314,-0.243632809319414,2.66788200511372,0.473721508661217,4.28164429720644,-0.442238079391613,-0.0800475958993216,0.207671483303405,-0.526203375258589,-0.301892808694838,-0.077782477537489,-0.303127536017919,-0.522193212715,-0.183058590555602,-0.327781122972484,-0.155006231610014,-0.283741399495056,0.156836427459792,1.06325504206637
"chr6:24936288-24948008",-0.493771197779157,0.426388370696859,0.0167348672673755,-0.631336709021883,-0.392402817443878,-0.464250371543767,-0.158527486127789,-0.658350387811358,-0.565635062994396,-0.567267367576834,-0.609121176682077,-0.279311788343873,0.0508352658739231,-0.340292935356016,0.007242034593818,2.56031641930569,0.812910488846389,4.37521495936389,-0.642814830797887,-0.366806325523859,-0.174032213356878,-0.4094131667959,-0.412930299650829,-0.263220459729401,-0.118678969264117,-0.469813261662668,-0.265181719469636,-0.0691099020168097,-0.296288568509749,-0.248860102379181,0.573683456169226,0.0740912577207732
"chr22:37629058-37636745",-0.706602926525536,-0.133249994605905,-0.502335360624429,-0.954516978416637,-0.550196445735324,-0.611266905171662,0.139032249365253,-0.866687083639962,-0.910647391633034,-1.03697094799643,-0.899750434909715,-1.02287216221365,0.00360283259783703,-0.464595335388781,-0.078499128908593,3.20863780729027,1.36143418821374,3.02250460934954,-0.434615569360919,0.437900822031198,0.646645851793185,0.101668037238926,0.269635109744689,0.616760909385653,-0.0226403325007811,-0.839738596303352,-0.0457996936787324,0.298890898359008,-0.112520563985263,0.00943659895837858,0.55383284891769,-0.476476911646649
"chr17:76135421-76136815",-0.381337945471857,0.299857596226516,-0.307498036236825,-0.988329038724687,-0.681437727341741,-0.86054518616324,0.299119837179832,-0.720886743537899,-1.19177430071245,-0.957992834697417,-0.51826526356357,-0.434623974355193,0.542307392372615,-0.3408504284929,0.0079076785994065,2.58855311406244,2.68391204306154,2.83231474568297,-0.762970498902314,-0.290790062087324,0.0510211572090858,-0.377074820236637,0.0971395425884486,0.586861105509249,-0.304238894487569,-0.724467421361291,-0.30416939737397,0.0658522065437331,-0.108936328495051,-0.613381516058908,0.679195446892343,0.135528552372655
"chr1:202117927-202118879",-0.54767484214935,0.185395871459503,-0.444629364318892,-0.985669561468166,-0.42604258240741,-0.733581631238011,0.200694674308969,-0.946742933310982,0.00576154289905228,-0.878239126593015,-0.301424236626094,-0.704376329284413,0.199915255827957,-0.422551475083021,0.000949590483905752,2.99937731851914,2.49255861095023,3.03568054730691,-0.647367658282373,-0.213168131164957,-0.0549950172101815,-0.0942903970987302,-0.199201859122508,0.0996215827414542,-0.126705533925951,-0.672917372478805,-0.399646576266907,0.0578012448486027,-0.147195800157999,-0.313369632583066,0.520570948317244,-0.538537126892131
"chrX:128922653-128924816",-0.430714222258374,0.2842696742142,-0.185357489032273,-0.817565585463992,-0.39614861391815,-0.746170354138225,-0.0110972024634451,-0.834299880295177,-0.784241656962872,-0.804014023110833,-0.161524815998782,-0.485442918901146,0.32037251425941,-0.280421485902659,-0.243890604080952,3.4368881906049,2.87634304552927,2.1650506876487,-0.654752121726011,-0.0703578686423747,0.131100378381548,-0.4451623185964,0.167241867840021,0.166771261807111,-0.260920914681911,-0.643183363353119,-0.325127357365705,-0.0440164234780818,-0.242562526014427,-0.481759180972309,0.389765591001797,-0.58907228392973
"chr1:31219176-31230406",-0.725021846182903,-0.0119750414628587,-0.186462680759776,-0.757819922045507,-0.405245577623224,-0.617874356169693,0.0546596860519841,-0.821678723754667,-0.798217676179485,-0.912883591429082,0.612446829859364,-0.0634944842473784,0.679247700080077,-0.0496919712452017,-0.532233166316837,3.36276075335509,0.190090567950558,3.52944442616444,0.330183014096663,-0.177892424566341,0.477900775677239,-0.540926048984009,-0.26822589967808,0.239480618966567,-0.148129550136803,-0.839551337270578,-0.316216124138292,-0.155979022778248,-0.405934578554573,-0.391193404020918,0.15838702693399,-0.507953971591517
"chr1:111439455-111440192",-0.589407401263865,0.609315142053813,-0.140001144093884,-0.908083550929398,-0.911154849713996,-1.23974610942094,0.159958967211929,-1.61974077572898,-0.999430096848685,-0.800170399880119,0.329913824781984,0.130004589809361,0.596553353567308,-0.326717117030282,-0.033732424067121,2.55136408257525,1.12843729184208,3.28296054150557,-0.841998643200971,0.0388459769774714,0.294214378435209,-0.232352952108354,0.0634211061553247,0.795951626264662,0.0979253760994238,-0.639932234053645,-0.497447651034405,0.264626296459884,-0.384521434169476,-0.639201164126048,0.840005076289122,-0.379859682358227
"chr1:111440614-111441646",-0.506142952628123,0.530281566692964,-0.145681376396826,-1.02085463069003,-0.766159979885633,-1.02307725889122,0.0504753962070413,-1.50415502068186,-1.12233394169375,-0.906323409166666,0.223979955910387,0.083661955419384,0.793353636316404,-0.204429074903497,0.095004933778868,3.01760108497467,1.45308999413994,2.70806921309156,-0.999839380971742,-0.10039141923963,0.31255643439861,-0.359971850784915,0.299692310695517,0.769003306540203,-0.0243292770107356,-0.723356876986892,-0.464001456905705,0.217043809939846,-0.299078397031493,-0.75076233379062,0.777736102964009,-0.410661063410064
"chr2:43231172-43233040",-0.0265503969333576,-0.359606856955052,-0.152595967463491,-0.612863823158158,-0.37095425717765,-0.225078669230039,-0.521105854422406,-0.640007212076087,-0.617742977669883,-0.59989155466324,-0.559665005462601,-0.495385901676332,-0.597960345984185,-0.596185235233951,-0.2837683471328,-0.400095129263376,3.48332150420272,1.75136195383369,-0.458741209568137,0.436100830747019,1.16108369046946,1.41132630427399,2.2151401455105,1.16072124529902,-0.5040588403983,-0.582763738980566,-0.368201642771552,-0.609447490610298,-0.405909669208918,-0.522298591955604,-0.544494522476557,-0.563682433863852
"chr17:4388614-4389319",0.645756688633175,1.3430673901579,2.43529773172841,-0.535764726621705,-0.334744696472059,-0.558532176348092,-0.645802972846781,-1.16491854488651,-0.289548147334431,-0.624812730380377,-0.525254891436114,0.279026966462046,-0.324221539279444,-0.378963452735828,-0.48607010576953,0.000525977809862011,1.62094650373005,2.41472881610315,-1.17562898406605,-0.7374150954082,-0.498463925266438,0.407184039945237,2.29268360454081,0.790086318349639,-0.59669565297191,-0.52666746155288,-0.158442145671609,-0.765055771021691,-0.313539200824349,-0.824208472427675,-0.212773790684542,-0.551779553454063
"chr10:26856832-26864821",0.371124938882263,1.23448053867524,1.52328452870146,-0.771570673591744,-0.75625405493863,-0.747006863380578,-0.260579155581003,-0.964084193990732,-0.738767848483257,-0.732312219451623,0.189145086434433,0.271360576968271,0.508578580658887,0.244321268570388,-0.64348423027026,1.72592360666346,2.16166364890781,3.09979581768154,-0.807002614208183,-0.598375245509139,-0.185423630575836,-0.773476054341579,0.968008106271016,-0.207140164750171,-0.1453332945681,-0.779246862373219,-0.485668385266359,-0.608625212374324,-0.640229488335938,-0.687360611002558,-0.184132719502165,-0.58161317591937
"chr10:26822554-26824903",-0.134687571398167,1.0172626697673,0.690249668400175,-0.891421440580993,-0.784557040329776,-0.807718289316397,-0.298933893715809,-1.09052075217714,-0.844982237933953,-0.868228631731801,0.346760432584973,0.314245097146818,0.548364212350805,-0.184774745939514,-0.560364504049254,1.58173513460231,2.36398347968513,3.44126588416972,-0.594092105001339,0.0469077381134693,0.439501307225481,-0.685751644572313,0.756651185940506,-0.115318038450176,-0.257046656735537,-0.786600297367282,-0.455002383678465,-0.37128779938353,-0.595314623187263,-0.727600400857027,0.0867146032703896,-0.57943835685135
"chr10:26851458-26855790",-0.0180992377674582,1.10385222386791,0.833860529420994,-0.705345126622191,-0.723452541389117,-0.860953453459669,-0.274459353843378,-0.890485160832376,-0.753520756742136,-0.764029757617204,0.304869708186119,0.278740430455676,0.17654390844503,-0.228369227755085,-0.480137431880989,1.25343860928252,2.32133577083328,3.7468233298725,-0.555074551525699,-0.23939893883729,0.0667661406787875,-0.603355125988417,0.936561783392969,-0.175387071221505,-0.293344831782915,-0.722104180845872,-0.518012232874801,-0.396161522222773,-0.603102337816028,-0.673594293747121,0.028437793406555,-0.572843093070324
"chr7:27203560-27204397",-1.08641600291485,1.06593219118163,2.24392272357318,0.967916868843983,0.810027527956033,1.54375685326509,-0.720820610905459,-1.14036035659512,-0.16742448260195,-0.384573706684373,-0.297205931401653,-0.954707015515483,-0.76926820092015,0.783750809347035,-0.484023863536796,-0.964392266437611,0.0143749367225961,1.59896338173529,-0.767228867919375,0.00286803379945477,-0.385675816735983,2.02610009695656,-0.944239878837911,-0.689559237914768,-0.442109364104808,1.28536194513591,0.342198088058292,-0.516708074715342,0.81048791637349,-0.75612293971186,-0.89140151104722,-1.13342324444781
"chr7:27205249-27208138",-1.04218371215926,0.769271968683987,1.89552088185231,0.788565542012597,0.597961609703797,1.09028360237656,-0.747339457148988,-1.09257744695189,-0.826096786765822,-0.52736842433672,-0.304770241560721,-0.917544367020597,-0.646270045082302,0.380459420759663,-0.416860251138226,-0.96989579340851,0.259128560972114,2.35804041358231,-0.593264292346805,0.379381337622795,0.0550094389835497,2.5013162367389,-0.930828704522222,-0.637587559532687,-0.514839278603638,1.2898940240892,0.00459906343612172,-0.185155627119229,0.557700340659166,-0.637112174565579,-0.860134713125925,-1.07730356608394
"chr3:18487180-18490880",-0.79601891964474,-0.549539185176704,-0.572703277381339,2.78656148853507,-0.696925481712896,-0.186356461855915,-0.216674215640933,-0.519781827526367,-0.853866678195218,0.332562439635754,-0.517988144534258,0.135149400609047,-0.437711005038565,-0.384716065253977,-0.538377913811711,0.53802436151073,2.73804858829693,2.95015763317403,-0.821408577147663,-0.49237216170589,-0.415720903324976,0.265016596702515,-0.385822433645766,0.140346099820893,-0.564293558270449,0.24192383457324,0.455702382283123,-0.283261866717524,-0.326664739585465,-0.655945241148673,-0.564666166621531,0.197321998799221
"chr2:109205184-109223517",0.664881433019898,-0.140772449374332,-0.106441806971962,4.15677612359873,1.02098760741137,-0.276886049181837,-0.318281630531046,0.577100110161819,-0.692851616366835,-0.628039422720519,-0.778378330425616,-0.586428219345512,-0.525556498424657,-0.644074083386973,-0.730626645406994,-0.617430614023963,-0.741542443512421,2.21999379086087,-0.335788527493594,0.146953967604494,0.218970976071737,-0.563270905650227,0.846812102047165,-0.217866233718788,-0.464471025080534,0.247524207938206,-0.226958073861982,-0.545734305896476,-0.553553470582812,-0.696149390563911,-0.0306671074064636,0.321768531213159
