"","BLCA","LUSC","CESC","HNSC","LUAD","COADREAD","PAAD","LAML","OV","ESCA","STAD","SKCM","UVM","ACC","PCPG","GBM","LGG","MESO","SARC","TGCT","DLBC","THYM","KIRC","KIRP","CHOL","LIHC","UCEC","UCS","BRCA","PRAD","KICH","THCA"
"chr12:15095755-15097610",0.408210426944816,0.0783377788986379,-0.497074594571495,-0.851966572999342,1.05664163353721,-0.31419187724195,0.620354199613196,3.58725754282744,-0.759080107264637,-0.40143819509607,-0.117990544808841,-0.0368506684294315,-1.29086534838211,-0.957618648274504,-0.777233360792287,-0.510876200150623,-0.696824986568187,0.120976957522925,0.132761261387115,-0.272630794534764,1.51976479805083,1.82803763604601,0.933415585376147,-0.36242902406683,0.0759486265793922,-0.590134970722134,-0.890922994948621,-0.823218932806667,0.833700085447018,-0.491949009275054,-0.991464731645794,0.439355030348605
"chr1:167600011-167602786",-0.388340010704703,-0.311219308497054,-0.47355049409089,-0.54219425107353,0.137122486091317,-0.738726814694242,0.221585755943683,3.44351971082213,-0.889542057504896,-0.178140965772038,0.15907811501067,0.0919418786113346,-0.847979485644494,-0.721625121820888,-0.521184221710068,0.19829616070815,0.0631834988505895,0.122380292786005,-0.017753986663568,-0.325114313950503,2.54888127631858,2.35459442775412,0.808024774121952,-0.257899661774496,-0.166585898036643,-0.457794888326961,-0.710043524395293,-0.640471844919814,-0.0402424134187437,-0.650633421851167,-0.843674632498855,-0.425891059669683
"chr19:39820366-39822423",-0.292207745624986,-0.0703595863852641,-0.382377508930813,-0.66387384085785,0.364106142375657,-0.400611602228825,0.343437854540724,3.803298026591,-0.742376451531068,-0.365619926355602,0.12035186166535,0.0270411996873974,-0.904684212581993,-0.747355656833432,-0.382199470462518,0.106916598248932,-0.378707667552023,0.366553119781299,-0.0149850609972363,-0.145820484015164,1.70966789054656,2.58116382672954,0.676167171530927,-0.380172782690669,-0.148111970726727,-0.484719471015376,-0.809529912851105,-0.864803790765377,-0.24443501313602,-0.65846651788252,-0.674274568197755,-0.343010450075054
"chr9:134140202-134145563",-0.516954032599567,-0.272974362874705,-0.487260474542009,-0.498136544083023,0.22083966404391,-0.44703151179171,0.294632702881341,4.20935750473991,-0.530799289427597,-0.0815895685225658,0.328828696427119,-0.0241667187182349,-0.396257682785586,-0.655380403034008,-0.532631297554408,-0.409248860796969,-0.304274137281802,0.147503852698231,-0.190802016163302,-0.364008165456498,1.5071365546713,2.42771185953101,0.456775037384109,-0.346437563892976,-0.111342552810873,-0.461152396288205,-0.66827021302573,-0.738484592771377,-0.17349951891894,-0.46182036744468,-0.566789216096358,-0.353474385495807
"chr21:46310237-46311624",-0.532052518447013,-0.084892057224106,-0.408547897993419,-0.585780780687226,0.438118236860218,-0.530262889832326,0.314310039159066,4.22635584033893,-0.590683748721311,-0.464576959403784,-0.299182014988729,0.15584350025887,-0.966512420684832,-0.0890929125841348,-0.988681349467753,0.0218982942629352,-0.0709890210343666,0.844454042056419,-0.116197324415924,0.152284807662254,1.97056505086893,1.35677179996918,0.397476463109848,-0.156644127872051,-0.0643791289920282,-0.410327059533267,-0.645769265028557,-0.88464184042414,-0.255674539689646,-0.780106359409017,-0.529049726726576,-0.424034131386447
"chr16:50708085-50709581",-0.615985533501653,-0.0883213159751079,-0.412129343722269,-0.37147200538597,0.520610504623061,0.189582070878885,0.16579745511975,4.20988526493138,-0.527604846227745,-0.373489455906851,0.0906263039806228,0.267467319240301,-0.90852398931145,-0.810681062858835,-0.915613587273492,0.157352055682701,0.675499790608688,0.185937543099294,-0.22032873785671,-0.168642587910045,1.69502246737851,1.65981797598568,0.388230702871998,-0.424491666025243,-0.509335389205501,-0.707991734667454,-0.556150827569908,-0.638950037485779,0.0487624064058782,-0.763117624393873,-0.767781561746617,-0.473980553782257
"chr1:167603143-167607527",-0.392389679531544,-0.271338157797505,-0.486919574870768,-0.480483916535612,-0.0361549899711949,-0.491787056999793,0.0219574397557281,4.42917980925963,-0.567425840032084,-0.0464042305330915,0.334446629710773,-0.0934261994082053,-0.717455546655238,-0.636678205615859,-0.334867562929698,-0.183443624866658,-0.0796636228028245,-0.132707373605534,-0.106612566451983,-0.312217858615082,1.91021616065519,1.80907014857607,0.462930499225968,-0.343335378061451,-0.203470736040539,-0.4657571419564,-0.615679795527932,-0.521230386782696,-0.0972545053668506,-0.484705248843239,-0.525768146341649,-0.340623341039924
"chr1:167611343-167632628",-0.378117839420541,-0.310745189538176,-0.400654294955005,-0.538788564432407,-0.12333662360049,-0.577858151780016,-0.0351935848462889,4.48171506116376,-0.695975403121579,-0.299234251109249,0.151999351494077,-0.151172805868833,-0.74546219315195,-0.629727040414606,-0.356786571303952,0.305197814667371,0.394035193984817,0.1076491702437,0.0453170318609839,-0.137048466955427,1.9372558083817,1.51309360309029,0.227341658766403,-0.368077709481215,-0.251745727023915,-0.457848054178626,-0.591637052328014,-0.345214591315412,-0.17561782382149,-0.629245918348084,-0.604303865785969,-0.359812970871856
"chr2:182351136-182357661",-0.398771417827603,-0.14336495103468,-0.379829943969935,-0.510168073318107,0.156725709551327,-0.355687841093589,0.161503909729196,4.34004523470051,-0.761848054539783,-0.304794454593948,-0.0128224619654376,0.545650243388841,-0.856151595520852,-0.786765678468753,-0.537893141099117,-0.410638162686822,-0.643238832226573,0.167143256824031,0.0572671474820723,-0.0860352476134385,0.726082864665222,2.43911096703958,0.560802652289133,-0.460473268456682,-0.241987304309047,-0.489813637021614,-0.353483667278558,0.05638972266202,0.00061274043271077,-0.524787121869171,-0.548162866893614,-0.404616726977323
"chr1:92941864-92944045",-0.222356164190917,0.245814660405931,0.0503972526909671,-0.394147584631693,0.487086303987253,0.197439765571166,0.331660263293952,3.65321798922132,-0.7203681582889,0.222505644438602,0.376309682173079,0.206017277932543,-0.830621442229964,-0.760259272065101,-0.8396421115073,-0.921138840202239,-0.930201876713787,0.0780102583328459,-0.418940830031357,-0.160108228655638,1.04933160939451,2.97963700849125,0.379650022314214,-0.405420582758116,-0.0567733226166371,-0.39995450638302,-0.528508691596745,-0.77200630507,-0.255569000172573,-0.411556203709306,-0.750241245821134,-0.4792633716032
"chr9:317228-325571",-0.176448996314784,-0.403308303978543,-0.217275961110185,-0.486867052823461,0.0376823665603067,-0.506091824443366,-0.190535240270872,3.76545802016309,-0.798014213572366,-0.106872178427105,0.641206357832295,-0.0796370111859362,-0.999770576524194,0.0790184627650368,-1.00030405312491,-1.04627702089474,-0.574911515772421,-0.0601679848255799,-0.402143673282171,0.0656274661554358,2.35901580364946,1.86359896300652,0.679102729011342,-0.256683601848055,-0.0205932589321558,-0.508417089415632,-0.524624785860768,-0.588296009094519,0.0565821490575356,-0.66214020594007,0.527844165567022,-0.46575592612621
"chr12:55344274-55354852",-0.247103271757007,-0.200141996269334,-0.316029437344063,-0.369122449926264,0.160620325106823,-0.489742533666798,0.0617426435500233,4.04678756995595,-0.724093359786811,-0.35139683170697,-0.157675550391444,0.0723470883968036,-0.788221883568907,-0.627761175336384,-0.71849459868902,-0.591234697182245,-0.0779208279960891,-0.145741572368015,-0.23643742079619,-0.0516753359890644,1.84732731997874,2.4639090500055,0.295561441152543,-0.339358671325057,-0.199311841700052,-0.558083352367093,-0.610475388400465,-0.764043930107653,-0.0181176595917673,-0.335837774218137,0.34864878208499,-0.37892265974653
"chr1:9685398-9711690",-0.25573556392864,-0.192373745608773,-0.238244489142216,-0.36058364110916,0.161560963778191,-0.305610423807715,0.181898491402869,3.9751188852054,-0.962000516134637,-0.702932742338466,-0.255083590152247,0.138110005027071,-0.653180396517752,-0.465129884440786,-0.386281267404277,-1.04209854234797,-0.355211534643568,-0.0952290433225722,-0.182659071502007,-0.252651675538697,2.09869230145955,2.45216925271978,-0.0606038101857987,-0.137705203884118,-0.0519292747894738,-0.30158482898461,-0.339605159103347,-0.363550775395153,-0.105583769727374,-0.242466116519242,-0.501925392580761,-0.197589440483504
"chr14:52773839-52780923",-0.580794213251758,-0.527077907107437,-0.38617905328485,-0.940032666183424,0.212047261384131,-0.348089354971736,0.898552160915338,3.68184349575616,-0.693911903239103,-0.813514907830706,-0.370182068663135,-0.283079002483462,-1.20438662533088,-0.828662798879538,0.214297883655458,-1.09360665746694,-1.20681138147956,0.668298566725163,0.62322364517998,-0.0346712969102693,0.873971953649894,2.18347289519852,0.563659697671183,0.756952317411633,-0.134584172487946,0.00820874504399961,-0.188708083300665,-0.205670601265149,-0.21638238114375,0.6268537103122,-0.777255936894952,-0.477781320728399
"chr10:26856832-26864821",-0.485668385266359,-0.608625212374324,-0.640229488335938,-0.687360611002558,-0.184132719502165,-0.773476054341579,-0.207140164750171,3.09979581768154,-0.807002614208183,-0.598375245509139,-0.185423630575836,-0.260579155581003,-0.964084193990732,-0.738767848483257,-0.732312219451623,0.189145086434433,0.271360576968271,0.508578580658887,0.244321268570388,-0.64348423027026,1.72592360666346,2.16166364890781,1.23448053867524,1.52328452870146,0.968008106271016,0.371124938882263,-0.75625405493863,-0.747006863380578,-0.1453332945681,-0.779246862373219,-0.771570673591744,-0.58161317591937
"chr10:26822554-26824903",-0.455002383678465,-0.37128779938353,-0.595314623187263,-0.727600400857027,0.0867146032703896,-0.685751644572313,-0.115318038450176,3.44126588416972,-0.594092105001339,0.0469077381134693,0.439501307225481,-0.298933893715809,-1.09052075217714,-0.844982237933953,-0.868228631731801,0.346760432584973,0.314245097146818,0.548364212350805,-0.184774745939514,-0.560364504049254,1.58173513460231,2.36398347968513,1.0172626697673,0.690249668400175,0.756651185940506,-0.134687571398167,-0.784557040329776,-0.807718289316397,-0.257046656735537,-0.786600297367282,-0.891421440580993,-0.57943835685135
"chr10:26851458-26855790",-0.518012232874801,-0.396161522222773,-0.603102337816028,-0.673594293747121,0.028437793406555,-0.603355125988417,-0.175387071221505,3.7468233298725,-0.555074551525699,-0.23939893883729,0.0667661406787875,-0.274459353843378,-0.890485160832376,-0.753520756742136,-0.764029757617204,0.304869708186119,0.278740430455676,0.17654390844503,-0.228369227755085,-0.480137431880989,1.25343860928252,2.32133577083328,1.10385222386791,0.833860529420994,0.936561783392969,-0.0180992377674582,-0.723452541389117,-0.860953453459669,-0.293344831782915,-0.722104180845872,-0.705345126622191,-0.572843093070324
"chr3:18487180-18490880",0.455702382283123,-0.283261866717524,-0.326664739585465,-0.655945241148673,-0.564666166621531,0.265016596702515,0.140346099820893,2.95015763317403,-0.821408577147663,-0.49237216170589,-0.415720903324976,-0.216674215640933,-0.519781827526367,-0.853866678195218,0.332562439635754,-0.517988144534258,0.135149400609047,-0.437711005038565,-0.384716065253977,-0.538377913811711,0.53802436151073,2.73804858829693,-0.549539185176704,-0.572703277381339,-0.385822433645766,-0.79601891964474,-0.696925481712896,-0.186356461855915,-0.564293558270449,0.24192383457324,2.78656148853507,0.197321998799221
"chr20:31099359-31108514",-0.103734854583006,-0.424929511141695,-0.429005880439407,-0.48084380187731,-0.334064539372154,-0.496175051345547,-0.0345652459543327,0.970850062807093,-0.265350466672843,-0.447849565425873,-0.372039223595852,-0.271966107528742,-0.65986031212164,0.209778256143868,2.29482113185295,-0.483902575518688,-0.440128888213573,-0.219511120127681,-0.410774804535331,0.322511462379902,-0.0333934085040774,4.54172667151431,-0.484162852480219,-0.485120811871364,-0.39111774938688,-0.481522366778956,-0.295030559433799,0.386246692067194,0.286818479033472,-0.328449928387851,-0.305423499173288,-0.333829631328688
"chr7:142242847-142245203",-0.300379286323903,-0.396634736192511,-0.319595730884745,-0.451848598193498,-0.181291077553038,-0.421316698001384,0.356969721694492,1.14567141593333,-0.49916128112164,-0.548950271060896,-0.534040050252523,-0.164296377360887,-0.998351203045043,-0.482123049645173,2.03478014159563,0.0778123330043189,-0.641727254642171,-0.216364732031972,0.499908335317576,-0.681900771140056,-0.225597134535141,3.86001698996955,0.446015978103556,1.74364535693495,-0.485956418227826,-0.836667570533584,-0.624983624020901,-0.695845333772202,0.338766014239242,-0.851469962748081,0.547997901735189,-0.493083027240668
"chr1:198726645-198728783",-0.451884500901717,-0.145087772376625,-0.223674666024711,-0.506864095452477,0.647544741526513,-0.577316877670877,0.469938827837313,1.24446724232445,-0.958684089124705,-0.666834313667865,-0.0917829794380336,0.170736008643602,-1.35035825937343,-0.849378698438301,-0.865252611990063,-0.152906074360755,-0.494549118161629,0.816734946659677,0.281591732007948,-0.300137394932141,3.0341788813641,3.13138343002104,1.01546607450655,0.00450799292933403,-0.0935869098248575,-0.340219434438995,-0.662637488990441,-0.944681847085412,0.169058728063268,-0.465535739345625,-0.573260626128574,-0.270975108156566
"chr1:202117927-202118879",-0.399646576266907,0.0578012448486027,-0.147195800157999,-0.313369632583066,0.520570948317244,-0.0942903970987302,0.0996215827414542,3.03568054730691,-0.647367658282373,-0.213168131164957,-0.0549950172101815,0.200694674308969,-0.946742933310982,0.00576154289905228,-0.878239126593015,-0.301424236626094,-0.704376329284413,0.199915255827957,-0.422551475083021,0.000949590483905752,2.99937731851914,2.49255861095023,0.185395871459503,-0.444629364318892,-0.199201859122508,-0.54767484214935,-0.42604258240741,-0.733581631238011,-0.126705533925951,-0.672917372478805,-0.985669561468166,-0.538537126892131
"chrX:128922653-128924816",-0.325127357365705,-0.0440164234780818,-0.242562526014427,-0.481759180972309,0.389765591001797,-0.4451623185964,0.166771261807111,2.1650506876487,-0.654752121726011,-0.0703578686423747,0.131100378381548,-0.0110972024634451,-0.834299880295177,-0.784241656962872,-0.804014023110833,-0.161524815998782,-0.485442918901146,0.32037251425941,-0.280421485902659,-0.243890604080952,3.4368881906049,2.87634304552927,0.2842696742142,-0.185357489032273,0.167241867840021,-0.430714222258374,-0.39614861391815,-0.746170354138225,-0.260920914681911,-0.643183363353119,-0.817565585463992,-0.58907228392973
"chr17:76135421-76136815",-0.30416939737397,0.0658522065437331,-0.108936328495051,-0.613381516058908,0.679195446892343,-0.377074820236637,0.586861105509249,2.83231474568297,-0.762970498902314,-0.290790062087324,0.0510211572090858,0.299119837179832,-0.720886743537899,-1.19177430071245,-0.957992834697417,-0.51826526356357,-0.434623974355193,0.542307392372615,-0.3408504284929,0.0079076785994065,2.58855311406244,2.68391204306154,0.299857596226516,-0.307498036236825,0.0971395425884486,-0.381337945471857,-0.681437727341741,-0.86054518616324,-0.304238894487569,-0.724467421361291,-0.988329038724687,0.135528552372655
"chr22:37622943-37627171",-0.12448939665619,0.345719658750781,0.0990639451572268,-0.143107816053157,0.853320091767984,0.0427481876316363,0.818741469250347,2.11872467023655,-0.900501825898775,-0.317021992326352,-0.115279733615028,0.25702030103049,-0.920493175698657,-0.919529059219159,-0.976635353637714,-1.01452038703067,-1.08184295674394,0.282760090132295,-0.462282688910064,0.0521651679469548,2.71067754939147,2.85422088222287,0.287205754922207,-0.15537367984835,0.333845867149311,-0.692956750440753,-0.71760212897504,-0.760929066905694,0.17138526920485,-0.742763989915035,-0.94142478949151,-0.240844113428872
"chr13:30939998-30941638",-0.377816984049348,-0.0142825997603001,-0.140566183482437,-0.397302563787859,0.554427764959229,0.332392967577455,0.384901665776815,2.09582386154005,-0.872111984072139,-0.244929468358822,0.241748172989349,0.608147866722477,-0.787663617560789,-0.923497623144753,-0.931126900541924,-1.02074941446505,-0.965402351380261,0.0153044370993941,-0.280960512983918,0.0141778383446477,2.94579287886068,3.03194821692444,0.065818647016496,-0.375947843947584,0.0333989950671458,-0.381862637384854,-0.605320725576861,-0.614305923733329,-0.0719159040512012,-0.50039225103632,-0.948225659481324,0.13049783592089
"chr13:30938442-30939507",-0.443280904396271,-0.014759874567276,-0.066077363187793,-0.427090786991481,0.590114777920637,0.0938531318055071,0.267875376594066,2.28979560130485,-0.800741003950192,-0.314683272162249,0.0766546194804679,0.432138488658884,-0.647591771545233,-0.792346561251796,-0.773084528857355,-0.83841929352556,-0.865843834363148,0.0869054530579025,-0.370488157372127,0.102784289920412,2.93240243677725,3.07393124768532,0.0703998516465432,-0.448101372697127,0.252415898675377,-0.455148328308346,-0.617397562779713,-0.849205413611236,-0.00869800890284238,-0.468016140855994,-0.947742774243716,-0.120554219957757
"chr1:160651358-160653209",-0.532821269885153,0.0319224004860666,-0.277929076916569,-0.446457689314337,0.402118208447709,-0.292849278212238,-0.0397041711460456,1.09712261739145,-0.54961988091499,-0.243979947071885,0.0731615550166327,1.35197053117756,1.94294628360006,-0.902483070631714,-0.938339906688793,-0.804251429481514,-0.958645104195321,0.0869585035686376,-0.485975163355849,0.291454419738161,2.90033605844798,2.8598716124195,0.0938614379238499,-0.459822372759414,-0.288613362684121,-0.572794799159411,-0.617211022964248,-0.826083775239141,-0.178272335728607,-0.697634987200893,-0.736957862477588,-0.281277122189778
"chr15:81599293-81600846",-0.612639114286013,-0.0951368119595525,-0.466299050764421,-0.456325549694934,0.435943815076052,-0.597724493489799,0.57470357072994,1.03935598860612,-0.926752866860328,-0.712827638871969,-0.364827916339708,1.43574219304562,0.134561590680733,-1.02395991150534,-0.922642529370432,-0.239069690396032,-0.573926246352575,1.02914943532829,0.350518318734328,-0.159317410406124,3.37059287055568,2.38261224211861,0.849315115711462,-0.293268494738338,-0.412545896090307,-0.484560218184759,-0.949928021875593,-0.891763478931312,0.332619855817465,-0.656275733711939,-0.734678371007919,-0.360645551566912
"chr1:160649021-160650892",-0.500144383550578,0.143846652561451,-0.123756215372678,-0.348867621188362,0.52839291533076,-0.324287523671702,0.171246816784855,0.917012306637841,-0.765712096515967,-0.536527220663206,-0.124465595728393,1.08301629702201,0.761697852920996,-1.1468352923246,-1.07753254379488,-0.806163067662851,-1.26817620586582,0.442053847612462,-0.231131986229664,0.482732612618627,3.55676896944933,2.40966094748116,0.719452208719751,-0.242485663974959,-0.149813636882238,-0.386147840329264,-0.611723500647378,-0.724241995706743,0.103503788677452,-0.714130132058024,-0.829067336251956,-0.40817535739744
"chr2:60780802-60797670",-0.206220235181335,0.609182203693839,0.393928995538283,0.207670317638639,-0.444088548916461,0.02847757952873,-0.411842580928372,0.349724234842507,0.318196582957695,-0.234910868298872,-0.450820852297974,-0.578928720136396,-0.613523632602752,-0.315090428793889,-0.4749926244394,-0.547997827080662,0.0226866031175227,-0.640444110425253,-0.41267090173871,-0.117029438647219,2.70989009568947,3.7826274754568,-0.72778397271708,-0.533459756612928,-0.623951886370721,-0.83618298642068,0.215043445229853,1.65828958591911,-0.42913416545347,-0.380813193210628,-0.83314001739377,-0.482690371945871
"chr14:22928248-22931800",-0.632380409471003,-0.275056536462495,-0.31793086228666,-0.619387732764269,-0.133892217499426,-0.659500788575196,-0.284598905040092,0.429538065382561,0.339149692424445,-0.50017224046432,-0.216322531043763,-0.227484747405325,-0.855247334298739,-0.651344409066832,-0.526632164818495,0.325831184485948,0.229326374391609,-0.0478491028072613,0.493791972208564,-0.306575983501119,3.58422845866364,3.44572642250062,0.67710335239374,-0.370508033153048,-0.312867122992804,-0.725759832665964,-0.0693059556674977,-0.297896569803691,-0.37184795333454,-0.779619019230172,-0.380234388172748,0.0377193180743292
"chr6:138176722-138178323",-0.678935200250282,-0.0418774125099243,-0.561792119218337,-0.477285849900441,0.0945346448196455,-0.25331199476486,0.242165142060044,0.131836195910637,-0.992927269802458,-0.0725535086336086,-0.0941919408174036,0.73975197813295,-1.51049305067949,0.728792330058343,-0.27324483347016,0.276333201036103,-1.18413130340125,-0.497253536806214,0.372013447207982,-0.669192035613026,1.23984410003626,4.44044830214212,0.959515288081202,-0.754918233923892,0.0604868223717743,-0.031689953805874,-0.453041388247907,-0.023172980351635,-0.126075965551192,-0.21746730513576,-0.115955068702915,-0.256210500270438
"chrX:123520014-123525802",-0.301989250426123,-0.114256877975913,-0.17804897546272,-0.280741020417576,0.231552934380929,-0.408297134045664,0.0490777085975592,1.12397289867183,-0.633848908520561,-0.414349591670678,-0.141233134328022,0.235415571870007,-0.561441153945771,-0.636425415545391,-0.50835804272562,-0.644347037969849,-0.665628948101769,0.136008634681924,-0.167555078315329,0.272343703567028,1.10920237203244,4.93887922854171,0.129575636848826,-0.273478224085538,-0.183068529151637,-0.271399919418085,-0.441128819960898,-0.58561427306122,0.0590588687449723,-0.165632167821221,-0.515087930116692,-0.193157124870945
"chr3:108573952-108583303",-0.407571344647691,-0.0342095563788273,-0.138442365338388,-0.162370784365054,0.492128690127033,-0.346492606942402,0.300816896877582,1.44026012090088,-0.718395067431371,-0.402657551836013,0.138024389572346,0.495004375080102,-0.754273787442405,-0.776476624990812,-0.679450658337473,-0.811690347564732,-0.876845546123941,-0.00190591754015799,-0.294838496002141,-0.106647355857999,0.87072666936347,4.57813356874433,0.899864746185918,-0.280855640702648,-0.143136167459609,-0.264702018722721,-0.434034391488467,-0.763536852152778,0.368954153586531,-0.274709229677799,-0.634216282182503,-0.276455017252253
"chr22:40369825-40390853",-0.337426359118514,-0.149070395395747,-0.00876142929409694,-0.0105001177835868,0.365912227287211,-0.112577064499226,0.123840279323249,0.844741451498345,-0.833491840385877,-0.257644777895515,0.292869970615769,0.727658728409657,-0.751206893194571,-0.737256730590657,-0.711305068607592,-1.09122405266751,-0.777652394648751,-0.00106899905064332,-0.111981024816218,-0.173689655155912,0.94181942452337,4.76493257915967,0.41414020853513,-0.13869542152646,-0.193680518599035,-0.119219092480877,-0.37020979186062,-0.693526145975386,0.262797231814257,-0.182384521197199,-0.742032247318137,-0.234107559104526
