"","LIHC","KIRC","KIRP","TGCT","DLBC","THYM","MESO","SARC","UCS","SKCM","UVM","ACC","PCPG","GBM","LGG","LAML","ESCA","STAD","HNSC","CESC","LUSC","BRCA","PRAD","THCA","BLCA","LUAD","COADREAD","CHOL","PAAD","KICH","OV","UCEC"
"chr8:130903001-130906633",-0.483773762171173,-0.121341881758011,-0.250315828655655,-0.342080984165284,-0.224575314012459,-0.52909683969536,-0.383085317468154,-0.475280078309058,-0.481643927285896,-0.300116764007235,-0.447772411495915,-0.5141017709413,-0.450582569817788,-0.451693101194454,-0.241267754679486,4.71495348018817,1.758150235032,1.5056930640377,-0.225570100250225,-0.308167582744537,-0.168574348278413,0.292305812453349,-0.418589391962158,-0.353273496625245,-0.251857210641888,-0.0333555442039869,-0.131558670450379,-0.1424405136824,-0.134971358043323,-0.355013736208485,0.306170862703299,-0.357173195666242
"chr11:85701542-85707769",-0.664190366976677,0.44178316137755,-0.111329065164228,-0.702584015173016,-0.275797342518217,-0.56534494091088,-0.370193096440961,-0.527645368904345,-0.612323436989715,-0.375436624177456,-0.811196633808385,-0.698262397947312,-0.498613836788792,-0.789258130684534,-0.31655820380865,4.07532258450513,1.9670559070849,1.90456072818324,-0.465237881930755,-0.388862093173728,-0.300893792695078,0.063576800521448,-0.0305803254956004,-0.0810809304999792,-0.349353842636839,-0.0597631455603384,-0.191548643280897,-0.194814937494861,0.126565409026262,1.09004650066803,0.299060024196362,-0.587102062501683
"chr13:113439671-113448689",-0.548901698745881,0.686612664810639,-0.141645937160149,-0.420215185678386,-0.517325249722329,-0.507583442736474,-0.429842799905354,-0.463857463015199,-0.356290147488988,-0.504625636407624,-0.568724908716072,-0.301242699740503,-0.567017237916795,-0.458009284679702,-0.352337204800338,4.25402994419469,1.86704614472759,1.81860859562062,-0.522878403584418,-0.415922754171206,-0.286558344313919,-0.505888909751502,-0.486326046583533,0.574830258308477,-0.485404566182271,0.831970252040819,-0.0851012996007659,-0.183732685493382,-0.118054134106363,-0.55451897567378,0.0879182377048611,-0.33901108123276
"chr9:93637231-93639753",-0.63606030601872,-0.198737300557867,-0.415172100699888,-0.523872594963595,0.500888895101754,-0.142636169101506,-0.336038750104946,-0.515787366998445,-0.466411950984183,-0.454206607223555,-0.663804369778455,-0.622012782452854,-0.637830595461987,-0.350106740309614,-0.483515816986909,4.27753291766798,1.93571404943929,1.80991516064746,-0.359794924864971,-0.237797246145918,-0.148473429485571,-0.352064096521705,-0.550197898289598,-0.022344421855658,-0.30990121401656,-0.028620612501387,-0.0197418599008832,-0.354071869901303,-0.124733293828434,-0.268412561075591,1.03290597657948,-0.334610119405854
"chr8:130961740-130982655",-0.577039987917198,-0.252940208846441,-0.275550620918302,-0.615473957297365,0.0530030901292225,-0.316671863744797,-0.382924822438488,-0.544239617382981,-0.464472981690876,-0.403926056091895,-0.593540634987953,-0.469128488780042,-0.461690986195371,-0.438467428512104,-0.436929038176047,3.985075001128,2.41550175458091,2.12913554534334,-0.43566075311076,-0.324383778597642,-0.238509460842691,-0.117541029078651,-0.593080690673125,-0.273306746570502,-0.232842016207579,0.0733560837720489,-0.251019542124317,-0.241906808597443,-0.154776662572522,-0.0250526814614054,0.824163533148561,-0.35915814528559
"chr8:131016947-131020480",-0.492957101492886,-0.274612851078962,-0.352091383585894,-0.572758013846284,0.0937436149687252,-0.418915438240471,-0.291239031055309,-0.473390933391202,-0.418271081617558,-0.422356932690849,-0.473753880270113,-0.409922889395841,-0.414891822365021,-0.684654818936597,-0.348005857657945,4.30031682510555,2.18439744098462,1.78745601666498,-0.226140609290884,-0.267205790779365,-0.127031952944728,-0.187245059052466,-0.514494726793949,-0.474963527227732,-0.198632534766746,-0.0665485563676941,-0.224533745198129,-0.2074432523628,-0.216279318019146,-0.0947785323193215,0.873455666604412,-0.386249923580394
"chr8:37735735-37756489",-0.592721561989134,-0.304962285423103,-0.32143630590563,-0.468963865592289,-0.224771726367369,-0.450018073745813,0.0635046200601035,-0.647248583480014,-0.539605665807163,-0.552001592511114,-0.692626109253747,-0.658782801439891,-0.660067419760958,-0.809362991351655,-0.692223212637585,4.25770868417125,1.98240212724888,1.87245894847806,-0.372690533741321,-0.145610592256567,0.0452813858092495,0.145563467021525,-0.458717702738193,-0.0598490005326301,0.115602822484942,0.433214547583665,0.248815570041976,-0.072568857935886,0.251862906156112,-0.178044185797932,-0.157258951867487,-0.356883058920283
"chr12:69021255-69034714",-0.530103939438457,0.101533956101344,-0.176517569454645,-0.428180390160968,-0.22146679040947,-0.345195849413262,-0.211487356854061,-0.257981375749123,-0.426202363508576,-0.431376797099739,-0.755841847529948,-0.327859128765433,-0.459647626591776,-0.762527177679632,-0.570182606406939,4.49592930752768,1.94384468867792,1.79926768973205,-0.359344588226594,-0.259570267941227,-0.169556683145673,-0.137410256353167,-0.325812853402356,-0.360690893138628,-0.0239211360912937,-0.0262815511991262,-0.107582164862083,-0.157319172762211,0.158036058622475,-0.312422410075547,0.0656308965027247,-0.419759800904261
"chrX:135770250-135772669",-0.567747407146104,0.54348015819796,-0.236432394964293,-0.426075612471903,-0.392556858539418,-0.218531855359331,-0.409334828955009,-0.0829325054431918,-0.565759554332605,-0.0543351114455232,-0.534553134513313,-0.106573458490656,-0.0993615544817702,0.824092618684405,2.19332113890688,4.57886401458307,-0.155580824897944,0.00641294536928309,-0.553267356483588,-0.583693010901488,-0.341094614808496,0.412604009951268,-0.460348415951252,-0.424724736116952,-0.449487368527006,-0.0736173418045544,-0.396910983013411,-0.381701079958687,-0.0611581995827671,0.247336440537663,-0.628391244355054,-0.60194187368621
"chr19:8557007-8562548",-0.66769134304003,0.220727875361021,0.443619515481737,-0.311452877197345,-0.325252860385129,0.272431912701835,0.314636288240993,-0.262530279977621,-0.634413160393135,-0.400716081581686,-0.77780130127923,-0.246348230921254,-0.534137275713367,0.83232626448509,0.845916470816258,4.98214245853632,-0.419324819766753,-0.283420684120465,-0.614689353339595,-0.416236117833577,-0.144631127750717,-0.196655493797446,-0.137493619642537,-0.0655543123519249,-0.556440360107133,0.339205770344104,-0.435200070188486,-0.0580383952716004,0.39530088782204,-0.310339747008598,-0.418587356534426,-0.429352575587342
"chr11:33886797-33890792",-0.577975135093274,0.446208682368155,-0.253007837485573,0.0658177787844668,0.899597769996254,0.141231608698395,-0.237979292145545,-0.295038083316232,-0.30654338719593,-0.487047234417036,-0.763202280530028,-0.39532809466546,-0.192159561068638,1.78252880475464,1.34971355504459,4.54063876647234,-0.412323397501689,-0.427868945383547,-0.659972397153798,-0.475549598041496,-0.360921310453693,-0.223147478125844,-0.492274390150599,-0.236339590685587,-0.4397204993614,-0.221656197060747,-0.532816202688261,-0.380083459707821,0.123877813909176,-0.347958525644772,-0.633932166613252,0.00323028446220138
"chr10:11356333-11358697",-0.363864891085673,0.132584737589047,-0.341213926037674,-0.300050227363057,-0.195934875227589,0.365166562473763,0.00287598020007095,-0.137784170582724,-0.28098752448684,1.04840606951882,-0.589716362294369,-0.494137290705128,-0.644498585380324,-0.140374219918273,1.1462703294891,4.94985088634342,-0.109871277024036,0.224513473488341,-0.540073560580013,-0.617240145977872,-0.0117406934208229,-0.181075516114967,-0.466191389422998,-0.367972878209262,-0.612295032246869,0.225793450802532,0.11843090373972,-0.470057705767225,-0.154131681507126,-0.081781539125598,-0.530417841581864,-0.582481059584506
"chr10:11363449-11367699",-0.69305428080802,0.385381926381965,-0.249103544558069,-0.357284181916095,-0.151211485890573,0.13588996197535,0.187635204466377,-0.00606674524170946,-0.489036338115223,0.649841870639064,-0.689410951485235,-0.700083835690685,-0.664524600968273,0.00994776886285194,1.17122500030602,4.86428965177703,-0.235175748051458,0.0738112450795386,-0.547371895269063,-0.602753936613093,-0.092703855525889,-0.16186080838268,-0.44875278446704,-0.240199253546077,-0.651890816225787,0.598302660804398,0.368088985052356,-0.278185663331575,0.184450087802219,0.0121610154355002,-0.67956799761613,-0.702786654879993
"chr10:11368042-11370789",-0.643956377581965,0.392703073000899,-0.197761479628171,-0.363391264766265,0.0121476706091799,0.421436377930848,0.245453383986391,-0.0373327566565793,-0.515323107701752,0.568024262954105,-0.705907599692586,-0.728338348048405,-0.643530207668268,0.0316923831165849,0.960023033577193,4.92743520469004,-0.26999338431781,-0.0530541170870355,-0.483251166931089,-0.520446491222299,-0.079880165069988,-0.193194651541642,-0.508650766434998,-0.328410430088644,-0.585371452659922,0.576799592549547,0.300242290349331,-0.214895763338873,0.112018516167004,-0.0864185283834689,-0.71157310829879,-0.677294621812567
"chr1:44925278-45011065",-0.251194950811773,-0.00983046205283051,-0.210745709782238,-0.354534687241253,-0.0129046080216298,-0.104696804950248,-0.156387508930498,0.0479783462882521,0.0103557982438805,-0.112036162454997,-0.412789198679519,-0.27852307409214,-0.2191143733217,-0.237501351092873,0.285017025801054,5.39850296944036,-0.289771631228147,-0.319111855003148,-0.271255063839876,-0.122284960622863,-0.179322880398076,-0.183854397230944,-0.174618501639302,-0.0854492688419597,-0.183501742160097,-0.0677482129153705,-0.205461005872258,-0.0531259508965614,-0.136482011156668,-0.279911680268211,-0.758455619644089,-0.071240466624278
"chr7:80276631-80285756",0.0895773464306451,0.997333323516777,-0.437269964735122,-0.37690360165279,-0.352956984221347,-0.34028901015471,-0.17515815594258,0.1391205451714,-0.4072031793841,-0.136971498242066,-0.48302984045159,0.543762838149944,-0.360753974590692,-0.426502632985043,-0.471133907143409,5.15530051095458,0.0926393027519839,0.0680240753012947,-0.26945637614137,-0.300039602011658,-0.180700224869665,0.497210011482347,-0.462910168044068,-0.206257346118971,-0.0409684732503301,-0.0427718058360346,-0.375549380527033,-0.417369451909918,-0.111367916500565,-0.295616199647456,-0.422958392502142,-0.488829866896317
"chr12:10134828-10136029",-0.39981349268001,0.894749002365607,0.0881003599970422,0.123301021149679,-0.0249939915444911,-0.152217276750582,0.593987350196294,-0.0544545092203857,-0.639190957820689,0.110704729421815,-0.71190297779822,-0.654615345005399,-0.647943152182886,-0.36697956402051,-0.665954955947014,4.93939789891597,-0.0662311753782517,-0.401901257408221,-0.172768433530404,-0.296977228624886,0.186207178108688,-0.176133438345151,-0.517657719986806,-0.0328096728733967,0.224200265849098,0.660855473155033,-0.461475959289302,-0.0616224750033733,0.588062682566451,-0.572951986333566,-0.627116727513091,-0.703853664469044
"chr10:73521883-73533015",-0.657607117526105,0.451524188985204,-0.311103093610984,-0.429219213788963,-0.226883090727252,-0.0278828222648212,0.750301163847539,-0.144414620746772,-0.618738145307375,-0.340561766553494,-0.7984401024726,-0.456717367743444,-0.533524864417681,0.00105378806645889,0.657758839315273,5.02366412060178,0.391239864180317,0.555949539033972,-0.234171490599819,-0.226396914167561,-0.165155530609054,-0.21152577766439,-0.499840702789566,-0.183388958086317,-0.21603225477375,0.0864170952770034,-0.0611948880199984,-0.211699638126918,0.287904942546553,-0.671302673657654,-0.258695788482531,-0.721316719717048
"chr12:66629502-66638166",-0.623291085755603,0.433034689047335,-0.366947163665024,-0.465886080548185,-0.204213671920219,-0.506007604207293,0.430501871469876,-0.205273265573063,-0.464991372292033,-0.308714972915444,-0.825662280205899,-0.498851452287423,-0.301628271946141,-0.244294181592118,0.107591220633865,4.92248153461223,0.681576637440369,0.523423680597118,-0.32730860031376,-0.208249308034309,0.14663050684096,-0.011761780762624,-0.392511811630099,-0.325905566762678,-0.448601134157498,0.779132988325688,-0.182048403622819,-0.345665508714903,0.909427527616867,-0.535744638059916,-0.480931827457604,-0.659310674159652
"chr11:46386028-46387694",-0.915677723579506,0.0787934119048886,-0.750264150772506,-0.0120281788525233,0.542778371625994,1.01593114976687,-0.267869872237859,-0.289200179063068,-0.423580551764911,0.18758386640786,-0.354197926202188,-0.813105026750051,2.84369692708725,-0.292851705247628,0.0212384508542292,3.98456807999438,0.214210184472568,0.0122566488915113,-0.557432465627373,-0.501068702776874,-0.18636530533453,0.316370410539721,-0.532746373884869,-0.570122059643164,-0.408739138854832,-0.171416130273056,-0.346262894098601,-0.176394276917046,0.281942800364607,-0.49798703802781,-0.654816552437634,-0.777244049563843
"chr11:46383613-46385824",-0.85593643630689,0.156096389314686,-0.681588168003966,-0.0668980408990751,0.544272632391236,0.847368139414969,-0.262988987444689,-0.315935682024079,-0.447373894778545,0.163999543751522,-0.481410878048725,-0.79678810774556,2.73794135394439,-0.358531718826663,0.0211040694378686,4.12535970223757,0.220502668137567,0.0570607298851219,-0.49508044894443,-0.524939257229484,-0.151147493022578,0.324850978368275,-0.486973995729964,-0.558358401742459,-0.464434519357323,-0.154430878913927,-0.304284401270892,-0.288770100229592,0.285460788936954,-0.483892226428123,-0.548146212625774,-0.756107146247429
"chr2:182351136-182357661",-0.489813637021614,0.560802652289133,-0.460473268456682,-0.0860352476134385,0.726082864665222,2.43911096703958,0.167143256824031,0.0572671474820723,0.05638972266202,0.545650243388841,-0.856151595520852,-0.786765678468753,-0.537893141099117,-0.410638162686822,-0.643238832226573,4.34004523470051,-0.304794454593948,-0.0128224619654376,-0.510168073318107,-0.379829943969935,-0.14336495103468,0.00061274043271077,-0.524787121869171,-0.404616726977323,-0.398771417827603,0.156725709551327,-0.355687841093589,-0.241987304309047,0.161503909729196,-0.548162866893614,-0.761848054539783,-0.353483667278558
"chr13:114843538-114872944",-0.754995865710771,-0.0301530663105502,-0.325850456717193,-0.45827436376044,-0.325623350575698,3.29045725668172,-0.0270822418835021,-0.0155983155592687,0.169674390728287,0.564361340440089,-0.53593467283319,-0.818741770867785,0.680432163822008,-0.429042561462508,0.327835189286818,3.85302198975942,-0.117596681086846,0.0583144887620275,-0.254262479782521,-0.398255313260972,-0.270823311130034,-0.155549124592,-0.421166623102355,-0.410305142456321,-0.514935425864346,-0.241203798682322,-0.386140430304642,-0.368494816499615,0.00636151334508608,-0.673158253267295,-0.434494638266271,-0.582775628849017
"chr9:93651009-93657710",-0.762601146819059,-0.0478196678718583,-0.397351722284299,-0.489726570153763,1.19420019289107,0.669895804308884,-0.364779067650221,-0.520442516860755,-0.603324991933727,-0.43490601316895,-0.778386666449833,-0.8458048151754,-0.782941334638647,-0.45770386997633,-0.419258755421256,4.81837066748506,0.525142637701134,0.320875500204406,-0.291438789890983,-0.073883635178206,0.0809455729042862,-0.124365250833874,-0.648015290557212,0.251904125990365,-0.262383150586691,0.205800944877647,0.541067218399107,-0.171793920199008,0.27754642028491,0.0931531280674518,-0.127376241516017,-0.374598795948226
"chr9:93629581-93636386",-1.00060553042954,-0.300823796042996,-0.369340813413887,-0.708448123476302,0.650617056915099,0.253378825286467,-0.638421442508371,-0.822786158909791,-0.58439015789989,-0.720981804604415,-0.962820507428164,-1.0241495292604,-1.037676799741,-0.911224508143151,-0.846166762452322,4.00811600202961,1.40017490270964,0.917671211966246,-0.124035852603345,0.212124533259467,0.237721291892557,-0.218803268042552,-0.703724443398369,0.883090019041254,-0.0601345278090643,0.183285760158917,0.94327269765912,-0.14231860642646,0.449378896437029,0.832894349442922,0.284521360621507,-0.0793942748298165
"chr21:36194093-36202049",-0.81772876710667,0.130259576552513,-0.668609609000464,-0.834460321401023,-0.39171522931633,-0.101430031615136,0.237561662303881,-0.222119055499809,-0.189882271558469,-0.408336837178024,-1.20007134185305,-0.956654941346413,-0.978144651035065,-0.633731084385092,-0.95061967853709,3.89145602731678,1.77346053320812,1.350152364902,-0.235151012302524,-0.0655345170554266,0.231133938662714,1.22829521968529,-0.351622685610162,-0.431786344081035,0.12530130330319,0.699526038113868,0.183024471124479,-0.0758631981657616,0.722153605580161,-0.83540744850302,0.241331350003417,-0.464787065205844
"chr21:36202367-36205158",-0.763486534357659,0.0583743836847638,-0.678765195149339,-0.801076283356297,-0.369755004718785,0.128617649571618,0.26654954355271,-0.143324772647939,-0.0262302882441455,-0.45042116864414,-1.0877624805725,-0.861589386273864,-0.870842520079412,-0.736102644800872,-0.942383956167792,4.2644596763081,1.22175204106212,0.755186844427273,-0.300787723937096,-0.151941503051179,0.272528717584129,1.49656330361841,-0.0515596646435688,-0.4414807050769,0.15205248763613,0.638948107464484,0.228602734338166,-0.153612963428978,0.789814949876994,-0.664736834294716,-0.385979167426835,-0.391611642252881
"chr4:84029203-84030781",-0.5658552563194,-0.318581052279284,-0.517049294915629,-0.439016809955745,-0.17406294718103,0.159628204796108,-0.287151143833284,-0.501944827991782,-0.614065622923937,-0.335321428945638,-0.665901466056151,-0.453847239659158,-0.632547111778516,-0.37537746406017,-0.489236687360125,4.0411178195445,1.69160841790646,2.14909956274577,-0.27575846762847,0.0416112317686989,0.0480170547719094,-0.500508187205007,-0.545476376147068,-0.454880018728715,-0.313228472694273,0.36375945732049,0.687648333815042,-0.299783318579892,1.21143244658812,-0.632433933084818,-0.48854946057443,-0.513345941354569
"chr4:84031096-84035719",-0.534799230445291,-0.21843995196378,-0.47869213942588,-0.387698713198342,-0.268146577476486,-0.0453503290916536,-0.36909253198951,-0.435872450060076,-0.481639153861232,-0.346922244854774,-0.629472051620733,-0.572845679007313,-0.60876177431502,-0.455474037939089,-0.463934796239201,4.3920610318765,1.42689483027192,1.86599548659703,-0.236903214354151,0.0395162710952149,0.148169296739715,-0.364563923417706,-0.494319722837122,-0.332212693493369,-0.321628744816031,0.281806016789848,0.696669227640073,-0.289239021681305,1.03884114670865,-0.564568500365473,-0.526181608691655,-0.463194216573761
"chr7:92252500-92300449",-0.380214509314608,0.00632570317179251,-0.269334500992137,-0.603484017362178,-0.206911207764469,0.404513995256622,0.146552609277544,-0.412078735851895,-0.300960756827337,-0.124966187046038,-0.690851074657027,-0.365180560782365,-0.251757427383719,-0.033008082413173,-0.368690442973,4.87739327357744,1.43342193243361,1.28141190799498,0.00362041685773794,-0.247398556664008,-0.145091446583837,-0.358770929187237,-0.374633997077976,-0.544221419317599,-0.288373268831848,-0.214552648879322,-0.0172990041067815,-0.484193677034224,-0.198003253098711,-0.523656956217136,-0.296715373044807,-0.45289180515829
"chr8:56792762-56806054",-0.413029303944904,-0.184174237205783,-0.345029367639232,-0.527672441258877,0.258699907720837,-0.615425343749216,0.0387967894262719,-0.28289309780004,-0.328971663377505,-0.296329742928585,-0.275405321985128,-0.484823147989782,-0.0242596032532852,-0.361272835299901,-0.461528388514917,4.83724405044094,1.37895943945312,1.48831218788002,-0.345275532800658,-0.178034596665186,-0.188921354274195,-0.442514143012699,-0.405736601877512,-0.237163695263703,-0.122943629351588,0.201053842769484,-0.378821666115167,-0.436333004365903,-0.339196524531848,-0.535608030773028,0.238165327588236,-0.229868271300261
"chr10:11259570-11291016",-0.391910027148347,-0.0378998108195392,-0.305309663777993,-0.438116556774393,0.149234821324954,-0.025075500045344,-0.074557553659482,-0.314884814547759,-0.303174123750245,-0.183109437953904,-0.450877697708951,-0.500070423323621,-0.453428917959991,-0.325258420046408,-0.0411908431083819,4.88850324044526,1.08445350982536,1.75586833330985,-0.382293178070206,-0.386760859088842,-0.34977046370981,-0.348012820215168,-0.382875577846707,-0.220194061420083,-0.390925615623385,-0.0677834454420492,-0.191011262748505,-0.384757196786179,-0.100913396987715,-0.393540529862893,-0.0620426847589791,-0.372315021720544
"chr12:66583312-66590560",-0.561858341464963,-0.0611820090831924,-0.393821589238885,-0.425575852930496,-0.248771126410266,-0.345088502724048,0.243058501570251,-0.0261476041262104,-0.0173281736184118,-0.283575597946793,-0.702954022663131,-0.455072040709395,-0.373220766261257,-0.370717593234436,-0.219071599543243,4.99676799038179,0.994173505256466,1.17795245418998,-0.340475629862203,-0.193005514741073,0.0396863004724625,-0.22763864594732,-0.37284995377722,-0.452237060699517,-0.326153619666778,0.279208209105831,-0.370685465998475,-0.307333168200514,0.421691806284895,-0.526099099895551,-0.0755387657697303,-0.476137022748573
"chr8:56815514-56821420",-0.188006030080531,-0.140826425222644,-0.305163838296864,-0.462353181801276,-0.172193606340575,-0.349272064577433,-0.0937026971412565,-0.15550898724679,-0.312067481930364,-0.26688659960526,-0.501315057161976,-0.306965511945528,-0.153605231637637,-0.688333346787464,-0.164213769194052,5.05642334308717,1.20016560528123,1.25835540172892,-0.358730086405053,-0.26437357424644,-0.244145203518986,-0.191972978491398,-0.258808824829499,-0.19087935229149,-0.218917673097435,-0.110760254783358,-0.330650940110143,-0.2942641616298,-0.243578959203114,-0.19805929816123,-0.106288087781674,-0.243101126578051
"chr7:158566187-158580595",-0.580818393791682,0.291748339517067,-0.133085756981721,-0.575755527051989,-0.581845594670193,-0.45206721054951,-0.130236045327469,-0.105276697680397,-0.449297987096062,-0.175391828019548,-0.560879046784895,-0.229966254655252,-0.236238143729211,-0.532723882226844,0.105171921115295,4.92882869066959,1.36908108737411,1.19628888938687,-0.456680197417085,-0.298904291502904,-0.282411267809492,-0.0701721728646618,-0.364088788554847,-0.28034645293071,-0.278933365373666,0.0014539597923819,-0.264382825535812,-0.244368205020671,0.0598463506751187,-0.310852485542611,0.0880087587128624,-0.445705576126065
"chr19:14513774-14515082",-0.648672846423942,0.221919015416566,-0.326717127156248,-0.385934521262267,0.0879105477767277,0.0561955175654225,-0.168466606432524,0.0195557361654773,-0.515047283464816,0.171361632468665,-0.289026819926078,-0.580450815260245,-0.870647163221246,-0.404111218838287,-0.851298773916358,4.76089689952513,0.675249555638947,1.09632286822486,-0.537974292383572,-0.200553628849202,-0.211045165527122,-0.529476693242772,-0.777898451462285,-0.138127280663426,-0.24762724470707,0.401977617250187,0.897536143960949,0.267094220805181,0.366727068470353,-0.928025013843036,0.00687544221631835,-0.41852131890429
