"","LAML","OV","ESCA","STAD","BLCA","LUSC","CESC","HNSC","LUAD","COADREAD","PAAD","SKCM","UVM","ACC","PCPG","GBM","LGG","MESO","SARC","TGCT","DLBC","THYM","KIRC","KIRP","CHOL","LIHC","UCEC","UCS","BRCA","PRAD","KICH","THCA"
"chr12:113533528-113534420",-0.894676091312467,-0.426651345075139,-0.260293315296343,-0.0787608296889,-0.576280313814088,-0.581838277075284,-0.119464086559381,-0.32760281150467,-0.482699110259815,-0.494594134466445,0.773865138934327,-0.49433359376377,-0.857775651694133,0.845028101384312,-0.316997514522068,1.21919443746082,1.14085347077718,-0.568220179169871,-0.690833688010368,-0.354213307629965,4.54640582318999,0.204884363009708,-0.298411793296438,0.00319823145438846,0.362909480417825,-0.0856304161401449,0.153196576606286,0.215808584837458,-0.518475502010515,-0.5923197714886,-0.869882110881546,0.424609635587652
"chr12:113527965-113530867",0.0267495976512488,-0.537053805607731,-0.246745495616451,-0.11166125633802,-0.642855251822986,-0.444541169610362,-0.626811128168919,-0.582893899505432,-0.404532400149515,-0.49297671179554,1.11060454514041,-0.0996843763796296,-0.767168413924494,-0.398557637183892,-0.183408763251949,1.64611113465453,1.98769925703072,-0.204975254013585,-0.504608844358616,-0.125383189645702,4.20710409575021,-0.172612383345654,-0.584369681136452,-0.65415755989678,0.561219134228492,0.0881649414148209,-0.450944828719109,0.184552863172097,-0.236601623606563,-0.395003645359926,-0.766104369969128,-0.178553879636087
"chr1:206972451-207002122",-0.661977269032256,-0.171718793268914,-0.375925161697562,-0.255053889244097,0.217442401120699,0.160223188253097,0.338975799851896,0.492313190411798,-0.148079169587829,-0.31585047677576,0.728742417179096,0.707077837219081,-0.759621339498366,-0.713606841945914,-0.289460843216775,-0.507243861541397,-0.264462369390033,0.515342740820961,0.351666244391974,-0.40370089025912,4.87143386867215,-0.244344551307541,-0.444797623305343,-0.637393579502134,-0.346596260519211,-0.688853899097615,0.775277355473024,-0.0235767024339442,-0.143450069055158,-0.622875348372012,-0.718758987026581,-0.421147117316212
"chr22:42319401-42320945",-0.504583346815798,-0.46177094478771,-0.295733056892811,-0.14520961025963,-0.0768728606973856,0.943679860639147,0.227258657854448,-0.103792999307381,0.519405606458769,-0.390943472246998,0.326450597616068,0.854532465615972,-0.439511037983428,-1.02408271736993,-0.985503160528775,-0.0766937007051283,0.735953539978459,-0.134910305410045,-0.148335363765032,0.27077670983036,4.50356241874222,0.403182036636527,-0.839047135713023,-1.08521393438822,0.218877896903033,-1.06254366997801,0.103803816360079,0.733803952900335,-0.161995222691608,-0.710322340932118,-0.465155579327678,-0.729067099734714
"chr22:42310670-42317927",0.0447306276392386,-0.475342873320081,-0.32853925515171,-0.315162933257395,-0.163628654020282,0.226633940474371,0.209487981697937,-0.507801461337888,-0.391636967127037,-0.566156910936267,-0.194801046997151,0.118098356297481,-0.603718248538004,-0.077804445300681,-0.448731164013283,0.413796297252651,0.941879569136807,-0.119242998973049,0.389270958966107,-0.201098256717092,4.81970600338954,0.107146565738933,-0.701581234695047,-0.802847774054914,0.132685523836077,-0.723466547100379,0.117613453492168,1.27469414584863,-0.446148020259946,-0.643953649812291,-0.363447920725082,-0.72063306143237
"chr6:149778136-149780560",0.464107658823619,-0.905447395631164,0.796663855187752,0.934497302696892,0.0665968418735567,-0.179388527852997,0.100392350570291,-0.215236687841907,0.398363027896574,0.0184306419536774,0.259085922655833,-0.0222820269639697,-0.812213073813211,-0.812475542048514,-0.680047211412103,-0.415444335856,-0.598994281524425,0.19275143366488,-0.0184145383826852,-0.119712735725749,4.84855931258491,0.262977159153276,0.167992765786202,-0.265447468269877,-0.034450543178886,-0.355794634344588,-0.364415402637086,-0.400920108860687,-0.209117323903235,-0.628312784406205,-1.01149355233917,-0.460810097854999
"chr8:67012851-67024802",-0.899606275228221,-0.422614212001191,-0.441290956665661,0.234038113901654,-0.32978745064651,0.306560264493786,-0.458909341160627,-0.591601976622284,1.19404953510956,-0.142172053583061,0.740786004399854,0.441455315203248,-0.79111703442659,-0.56999416497225,-0.771775332624851,-0.516829958351456,-0.524824797387438,-0.293521020128716,-0.403393498967155,0.221614644751713,4.75899516192914,-0.283705209656292,0.461117595559048,0.681733947858101,-0.104246240471135,-0.263993488613685,-0.207802088859209,-0.0645548064376447,0.416323376176736,-0.526759179673881,-0.622054637826349,-0.226120235078638
"chr2:47923336-47928182",-0.289268498222656,-0.113263951869839,-0.486959739136634,-0.416924762634531,-0.156791396158967,-0.158245251680005,0.0597934374459522,-0.428660268725979,-0.296392382612069,-0.495280685537474,-0.0489484922359579,-0.400075363090022,-0.559329567856772,-0.527789269922539,-0.467287376831957,-0.603229303733301,-0.133912843633142,0.329181503032932,-0.32147828338432,2.22925631270787,4.77284875217971,0.00782719085027995,0.0953357719554828,-0.0551846559375275,0.0861984614662164,-0.346215804902187,0.0899622609900429,-0.0631411161433978,-0.215613268362137,-0.367918220125611,-0.447214298291212,-0.271278889600248
"chr9:37384531-37422563",-0.400910885429949,-0.737417696733414,-0.614755500634315,-0.597679982935766,-0.274166942103019,-0.444804216885771,-0.273949827784406,-0.603836984262397,-0.383711330750305,-0.370188868677412,0.0527974331092132,-0.321176827767288,-0.320073693842504,0.184495056538618,0.435315536443178,-0.171362405177522,0.552600739406756,-0.0121338674608232,0.093894482102066,-0.0254130639322636,5.23267675729474,0.168615874155169,-0.257034504466857,-0.313901590919532,-0.041801273619718,-0.350755045019163,-0.0466603385248566,0.118534860793773,-0.183838424556483,0.0250995291344035,-0.183175191357994,0.0647181938638473
"chr3:52248443-52254108",0.500098577823253,-0.396962560276279,-0.55621389914623,-0.24914444300388,0.655914818227076,-0.440417846242672,-0.40986479813383,-0.55144857571695,0.0348208150157268,-0.345354383710516,0.252180169271969,-0.0423137744782883,-0.872803953165874,0.0846287052101281,-0.33905416611354,-0.383928890938832,-0.362834842617023,-0.091915251275186,-0.312993803013526,-0.401967809245094,5.01110500791752,1.24640323239084,-0.500773891506596,-0.387274013899312,-0.130849583977947,0.0159087290988203,0.274185235878961,-0.189939464641967,-0.296567384378097,-0.320027378540889,-0.214606427888832,-0.277988148922924
"chr19:50927112-50931195",0.424700664634208,-0.665200977351531,-0.388900773461428,0.20447063289509,-0.238090863539539,-0.00390404336319806,-0.253981875198559,-0.327295934256724,0.203764893325615,-0.355014805237974,0.462623867033992,-0.125327908019638,-0.775590874129776,-0.696701023297846,-0.484529496589544,-0.837787884486811,-0.533887478114425,-0.0278728887253974,-0.237280525328561,0.0316474090953181,4.90433968605207,1.14256833662507,-0.451209898246588,-0.484917754217812,0.604860934620716,-0.275617868080584,0.074094736097981,0.569597130169621,-0.182731959346024,-0.318943815333735,-0.600143682875214,-0.357735961348767
"chr17:20901441-20902810",-0.626754517467252,-0.682877612746207,-0.36602577960103,-0.564130219246542,0.171875247746092,0.382336666872385,-0.481494407880933,-0.491098526951803,0.591564454038496,-0.888192610840044,-0.283413130454705,0.0910667136026456,0.66468700704168,-0.519010707061838,-0.773521871813483,-0.992737016765242,-0.814658400206361,-0.319097308942452,0.932290566597207,0.993244839836819,2.32454900530378,2.62044948872733,-0.759889618961478,-0.743639619783773,-0.578264220044461,-0.540420012174435,-0.301663070659856,1.30376725521237,1.135629341695,1.78843232254376,-1.19493198443917,-1.07807227317651
"chr2:60780802-60797670",0.349724234842507,0.318196582957695,-0.234910868298872,-0.450820852297974,-0.206220235181335,0.609182203693839,0.393928995538283,0.207670317638639,-0.444088548916461,0.02847757952873,-0.411842580928372,-0.578928720136396,-0.613523632602752,-0.315090428793889,-0.4749926244394,-0.547997827080662,0.0226866031175227,-0.640444110425253,-0.41267090173871,-0.117029438647219,2.70989009568947,3.7826274754568,-0.72778397271708,-0.533459756612928,-0.623951886370721,-0.83618298642068,0.215043445229853,1.65828958591911,-0.42913416545347,-0.380813193210628,-0.83314001739377,-0.482690371945871
"chr2:227696580-227700197",-0.96138543938375,-0.658742880592846,-0.354215064472219,-0.586673017410687,-0.113238874346784,-0.142948207784793,-0.322964995359057,-0.624534740565578,-0.203439795091298,-0.214029988731131,-0.365020683878955,-0.384996416034536,-0.676723576721717,-0.0231093543921869,0.0279798595288785,-0.863764684401252,-0.726202759041402,-0.457381011901736,-0.390315469639696,-0.609472834757103,2.25833430704695,3.84840342747213,-0.326532778046304,-0.313541264492597,-0.360678377585998,-0.462249593609271,0.109484380781304,0.441680112235003,0.0871043656452585,2.07147139114243,0.690678186961902,0.607025777427047
"chr1:160651358-160653209",1.09712261739145,-0.54961988091499,-0.243979947071885,0.0731615550166327,-0.532821269885153,0.0319224004860666,-0.277929076916569,-0.446457689314337,0.402118208447709,-0.292849278212238,-0.0397041711460456,1.35197053117756,1.94294628360006,-0.902483070631714,-0.938339906688793,-0.804251429481514,-0.958645104195321,0.0869585035686376,-0.485975163355849,0.291454419738161,2.90033605844798,2.8598716124195,0.0938614379238499,-0.459822372759414,-0.288613362684121,-0.572794799159411,-0.617211022964248,-0.826083775239141,-0.178272335728607,-0.697634987200893,-0.736957862477588,-0.281277122189778
"chr15:81599293-81600846",1.03935598860612,-0.926752866860328,-0.712827638871969,-0.364827916339708,-0.612639114286013,-0.0951368119595525,-0.466299050764421,-0.456325549694934,0.435943815076052,-0.597724493489799,0.57470357072994,1.43574219304562,0.134561590680733,-1.02395991150534,-0.922642529370432,-0.239069690396032,-0.573926246352575,1.02914943532829,0.350518318734328,-0.159317410406124,3.37059287055568,2.38261224211861,0.849315115711462,-0.293268494738338,-0.412545896090307,-0.484560218184759,-0.949928021875593,-0.891763478931312,0.332619855817465,-0.656275733711939,-0.734678371007919,-0.360645551566912
"chr1:160649021-160650892",0.917012306637841,-0.765712096515967,-0.536527220663206,-0.124465595728393,-0.500144383550578,0.143846652561451,-0.123756215372678,-0.348867621188362,0.52839291533076,-0.324287523671702,0.171246816784855,1.08301629702201,0.761697852920996,-1.1468352923246,-1.07753254379488,-0.806163067662851,-1.26817620586582,0.442053847612462,-0.231131986229664,0.482732612618627,3.55676896944933,2.40966094748116,0.719452208719751,-0.242485663974959,-0.149813636882238,-0.386147840329264,-0.611723500647378,-0.724241995706743,0.103503788677452,-0.714130132058024,-0.829067336251956,-0.40817535739744
"chr1:203745461-203748054",-0.185907715417636,-0.847457693566661,-0.264845783524149,0.2478191709552,-0.204525007818543,0.631926694338546,0.278567651715219,0.202003178320551,1.07744929866651,-0.145659448423649,0.430180556190677,0.55332478353398,-1.20076742935012,-1.07447096388181,-1.00594918839328,-1.13273184256485,-1.2173007631136,0.3196403312619,-0.101124704885076,0.548727547393275,3.675282314421,2.18743215586249,0.350057649688969,-0.316533763710918,-0.159325577479432,-0.18124058206262,-0.253960474401065,-0.78198960316983,0.478710940661774,-0.50579283902319,-1.13634433687974,-0.265194555343931
"chr17:37920189-37921098",-0.44535825104978,-0.88583532830842,-0.0565994272024461,0.663273820088333,0.662798111154086,0.524540826272335,0.36134552087021,0.184708518541319,1.11024581068864,-0.046278550670758,0.536474469496459,0.787926982538741,-1.33284456806951,-1.38834071667613,-1.31298850202636,-1.41854601448,-1.4251689036346,0.0584970710707409,-0.507233293705763,0.240626302460737,3.43283260632864,1.29539247519101,0.694147624378778,-0.509277391470905,-0.317284251431573,-0.584174534375289,-0.183546480088511,-0.896534499493837,0.584181121845888,-0.335900437759316,-0.334945159410473,0.843865048927754
"chr16:27462215-27463964",-1.14977309604356,-0.815202044723119,-0.698399098436137,-0.440502027200759,-0.169078097439119,0.182719394671904,0.220034029557561,0.280746599658067,0.630769904549516,-0.200276593485493,0.183583550218538,0.583797180119823,-1.06089126591813,-0.919928148362028,-0.552087725416448,-0.0537832869429434,-0.416329917117353,1.02400278549242,0.251023421643685,0.353631364782067,4.18265694338865,1.72545613457419,0.534977693351402,-0.733560560586387,-0.242096492460597,-0.611057731772236,-0.247360612952708,-0.626657532795747,0.358942983568817,-0.725760005821005,-0.894919205183043,0.0453214570801641
"chr12:9848923-9856573",0.748101661235782,-0.695204394422615,-0.940181026147698,-0.830652603239575,0.200196663360574,-0.254053201390826,0.129186818622752,-0.699894487786706,0.289588043195287,-1.1069050542891,0.265522552731416,0.801919107603125,-0.805338588140964,-1.19642655583144,-1.00394632297008,-0.277066259848604,0.0634581120765212,0.753734306199083,0.294795167457472,0.593230325422448,3.58697395926748,2.22691595844932,0.601484846925343,-0.407543558512871,-0.25306792793529,-0.792307500581422,-0.24823489256397,0.100475481337459,0.681884229608115,-0.676760073870496,-1.23547647831457,0.0855916923540334
"chr12:68774611-68777000",2.14147704722986,-0.73349457702157,-0.349963810704849,-0.250814094026368,-0.531808783375228,0.30455525868596,-0.297101217994339,-0.46073125060456,0.163811313848305,-0.169582485953407,-0.361531649685486,0.00485971127594257,-0.776457826393051,-0.441527513572564,-0.491317533500361,-0.752990399467531,-0.861982191382841,-0.265894351118439,0.346153990309904,0.499652389371465,3.07759194745536,0.0700334927136258,3.18825153137756,-0.483021071459605,-0.0271211026670977,0.55984595801265,-0.65936694533675,-0.620245111105866,-0.238209236516981,-0.812000529071254,-0.293061695502069,-0.478009263820403
"chr19:6586516-6590014",-0.556962605439334,-1.02830644459737,-0.314289740523616,-0.249286789246371,-0.244033898156736,-0.18067719353952,0.49709831625138,-0.178106916643968,-0.112003232022193,-0.21675051759806,0.0895877612926353,0.0559832676744351,-0.564274056997701,-0.563459565470444,-0.701727113636348,-0.703928362383208,-0.643626660932893,1.21225895435795,0.468408375633585,-0.143240071294641,3.64275462894679,-0.0513301301615058,3.06310700124978,0.904164857497047,-0.160142377471833,-0.491861143933378,-0.395503154711139,-0.327487394186494,-0.459435200220258,-0.636945999393791,-0.780376118423911,-0.229608475918883
"chr19:6583589-6585750",-0.601833341782743,-1.05877703514882,-0.550170234586383,-0.464071516440781,-0.350049788477291,-0.24224022589393,0.358072989598001,0.276293185979103,-0.19937482511776,-0.124474677411682,0.0134555584149894,0.304653908587536,-0.355088900624698,-0.559688465175299,-0.718357705871926,-0.823474803719746,-0.61164735781884,1.64272843183604,1.05583115659026,-0.26670680545225,1.93090921121327,-0.344350584714197,3.87166173712966,1.26928833320425,-0.500449188858658,-0.585878866784419,-0.511987017751016,-0.465091059458491,-0.178925633349215,-0.704492210608306,-0.698106258867686,0.192341991361023
"chr18:60981415-60985035",0.868536738168071,-1.28767402635284,-0.906228595157609,-0.816430236585387,-0.698574750196697,-0.101262451334375,-0.32589156258985,-0.799081618530786,-0.51354676208417,-0.349981569811212,-0.701074402679535,0.903269494640153,1.68337760214945,-1.30309784035188,-0.465571765882181,-0.956420519415403,-0.940460852771916,-0.345478001911562,0.0415621893451371,-1.25199657543805,2.13198997757552,0.971168968052071,1.44559802223468,0.782977489256324,0.682929231932662,-0.92596591645748,-0.0543340697139177,-0.037339543574713,1.62295406001701,-0.26739671518558,1.92396672493412,-0.0105227222800402
"chr5:175131107-175145792",1.49344994455268,-0.878582402159311,-0.712640729169472,-0.594081503867925,-0.687000326934968,-0.125211481038885,-0.763602627124663,-0.293169565455956,-0.243726731095705,-1.13845691868229,0.00301800850728006,1.54030554265753,2.02642953846365,-1.03356620911338,0.0415953901152223,0.372890776699382,0.310733472862916,1.2688642641037,0.666809880496027,-0.672877551837399,0.494628386208589,1.12932835408657,2.64870563045193,-0.240473450888642,-0.836798417912684,-1.33558025350825,-1.05168810210386,0.0272575328984725,-0.262866590611577,-0.419268638459133,0.536635477513164,-1.27106069965299
"chr16:88710089-88711050",1.81703922732359,-0.562249321240312,-0.613322206098777,-0.215540173745124,0.639130118998038,-0.351801299148297,0.453096915338677,-1.17952705614034,0.339233123089282,0.443948243216101,1.01796190075625,-0.0966824990061095,-0.662241852775156,-1.25745537455052,-1.13790866457779,0.103230946655996,-0.417697424297136,1.07790562913761,-0.359109747630288,-0.301278864844636,2.85062788842799,0.975176137609666,-0.0178956548529233,0.860223324568972,1.15242138980254,-0.659479324741994,0.726909647919985,-0.228632097733393,-0.727680475736512,-1.58294724887981,-1.8240349503281,-0.261420256517484
"chr16:88714622-88716561",2.11129312071685,0.120103780345922,0.157802275582089,0.553136135596374,0.645914412088011,-0.104547413078861,0.220648883118523,-0.990638571879429,0.56862229976682,0.841528858428573,1.07704257626856,-0.246026650748561,-0.870381003295848,-1.25785986786398,-1.24388612358669,-0.603645643692417,-0.6801266698553,0.742556777794998,-0.619390794748893,-0.399675023453072,2.5818833308302,0.211087858099276,0.0782870599902502,0.900930492309704,1.36367881425315,-1.04842650139297,0.405258754449299,-0.378448398598306,-0.654605355805842,-1.66961079982485,-1.62203790560866,-0.190468706204923
"chr17:76124963-76126618",1.30298088167334,-0.534344057206621,0.377569078699888,0.115335206832523,1.02073711075022,0.707043552932516,0.273554224845632,-0.213606234244683,1.19444907838793,0.407642695484868,0.576255828945794,-0.121636672938142,-1.00268952971914,-1.31495911632954,-0.99274871041983,-1.09017001501207,-0.922826047842062,-0.33098110028131,-0.868981717970663,-0.261194601288566,2.90041400920934,2.00059234683497,-0.573926592333753,-0.761644056423506,-0.0152360814815156,-0.94667563779514,-0.386495630996879,-0.519645035354761,-0.119279762921109,-0.405943174030456,-1.09187093572232,1.59828069571504
"chr17:76123201-76124593",0.823110634341035,-0.217212648431073,0.702137228344199,0.533957146660249,1.26167903768147,0.56391940766136,0.673019603399941,-0.173442247998476,0.996230298387497,0.816928632998905,0.741354594597689,0.787694651939465,0.865983366012453,-2.432526252146,-1.85394853701996,-0.880220253529322,-0.0962771139160724,-0.142674530030418,-1.13304585215197,-0.335171469577405,1.97131670346102,0.905961686165568,-1.01398945248647,-0.794164016719521,0.620704936240567,-1.36844125506033,-0.124998266241564,-0.420801104305248,-0.137026058848836,-0.211832628153738,-1.61711842512177,0.688892183846758
"chr17:76114353-76114952",1.33361943017076,-0.203537302379202,0.3928525610285,-0.276526673987305,1.21253424514521,0.884395951377931,0.583606125779609,-0.556947193455428,1.14811252093157,0.532042653237998,0.910140000602421,0.369790816861562,0.237540537306774,-2.10318063240971,-1.83867981896363,-0.552558777307119,0.0921136801331241,0.118352309264205,-0.975784746734102,-0.226320466464078,2.2401572371469,1.12040595359668,-0.885862837330272,-0.626999111910527,0.94732710476863,-1.22695063736222,0.0301817887667327,0.363213294409664,-0.405301073438079,-0.780291696059117,-1.87810358099875,0.0206583382712554
"chr2:60769160-60771265",1.99652361811989,0.261515940889624,0.0547739094732338,-0.360116712360336,-0.200549109382306,1.21209252788836,0.821782057069671,0.0742751249437044,0.0633193496176455,1.40379513699302,-0.20257409084644,-0.886011171120343,-0.766298077168952,-0.195136475553746,-0.303270243373427,-0.70997990175097,-1.04885276804511,-1.02328206850361,-1.20044511526606,-0.199849478201249,2.0412853415719,2.06992980767257,-0.688861207329017,-0.469853051004729,0.278968473818995,-1.28651507281861,0.233965890425877,1.65899278418133,-0.637860354747803,-0.419298799021121,-1.64257795881504,0.0701116926430568
"chr2:60679901-60684233",2.13665170985091,0.204627923323337,0.765286181513504,-0.011800217790587,-0.0207598636291734,1.15369314255068,1.0207976391752,0.266435623053279,-0.0648310240838839,0.846892390867413,-0.0889843930620672,-0.670266603413587,-1.05399552794571,-0.645746013984206,-0.545403621018544,-0.724893510511425,-0.868149604299615,-0.910664746310159,-0.932522915660086,-0.411668348595703,2.04077911093261,2.66266146455577,-0.753052155458068,-0.53270578151054,0.0937813164083337,-1.12932263046892,0.242673728906861,0.928465015896508,-0.421728005236057,-0.363549039152457,-1.37330952476562,-0.839391720137995
"chr2:60736059-60754690",2.81054771534111,0.157235643694551,0.876563155728052,0.597444309392542,-0.172217350940548,0.786348157598883,0.682703685255627,0.680844367172691,-0.234124425202684,0.774126937039782,-0.535533928616625,-0.49781600088255,-0.735751950215063,-0.658376894817313,-0.708538583855502,-0.904216987994998,-0.973845005703745,-0.730592287443491,-0.783462101678532,-0.0225406267642209,2.77047927260714,1.7180368413769,-0.720598956697112,-0.62288510597213,-0.493950487302315,-0.820569201237913,0.140465038691047,0.438283033674771,-0.482981589855965,-0.613419836650275,-0.999329895634061,-0.722326940108051
"chr2:60763441-60768917",4.35613141845107,0.0599030374444386,0.705264177377177,0.0766596804345664,-0.320906612657776,0.601927964549427,0.501308563487306,0.123360139747111,-0.178982992547584,0.893905245963691,-0.296076566050243,-0.655595824689925,-0.78200937730751,-0.488341268552204,-0.510197781958082,-0.876840787019909,-0.709162946182058,-0.53019401184939,-0.8187850962554,-0.120280368553318,1.48962264675024,1.17210718398869,-0.360065954269326,-0.52242787712898,-0.160786533004624,-0.836112675897405,-0.0271507098306708,0.265891873905135,-0.19409898220729,-0.499691107412951,-0.887851998676351,-0.470522460047863
"chr2:60696068-60722721",3.98556963624198,-0.225408532675255,0.193921438173959,-0.106758024477583,-0.147664313501198,0.773623701900516,0.613537915811211,0.269559508711807,-0.0441900871123185,0.594876551424554,-0.19753648118349,-0.378585163817352,-0.779288324067699,-0.639637030437147,-0.548229934134308,-0.924457743622736,-0.690123381573028,-0.59302767583384,-0.632487279602567,-0.115131958909522,2.22837999819052,1.46540147564148,-0.64213432297414,-0.591279991538467,-0.158564001151712,-0.69348215070084,-0.171209058998517,0.398814366741153,-0.327051947713433,-0.485019568323669,-0.885668999707552,-0.546748620780811
"chr2:60771626-60773006",3.71482291669179,0.366518066323976,0.760289649312276,0.172002954252068,-0.371010523498479,1.12091454143093,0.432365471394514,0.134618815695963,0.109262481699512,1.27438199584907,-0.252965953999962,-0.716174859315082,-0.697580150528986,-0.515600046622558,-0.65640524566977,-0.558353759898726,-0.900887078250943,-0.906810813284733,-1.01732080973288,-0.277003171177759,1.70671150743802,1.17491599149752,-0.488388404549667,-0.55564381949053,0.0426221006858807,-1.10336321602596,-0.205834048624055,0.59905924445366,-0.472091287279192,-0.447111525858149,-1.20579572837704,-0.26014529454071
